# FILE DATA
ID : MMRW2100000218
category :  온라인 대화 > 다자 대화(3인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 가정 주부
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  주 3회 이상

P0 	: 칼퇴했긔
P0 	: 피자는
P1 	: 세상에나
P0 	: 짜워야 제맛
P0 	: 미국맛 아닙니까
P2 	: 글고 나는 하와이안 피짜 조와해
P1 	: 짭다
P1 	: 짜바
P0 	: 페페로니랑 하와이완
P2 	: 크으
P0 	: 번갈아먹으면
P1 	: 나도 파인애플 익은거 잘먹음
P0 	: 대존맛
P2 	: 진리진리
P2 	: 끝나끝나
P1 	: 민초는 안됨
P0 	: 짭고 달고
P0 	: 크으으으으
P0 	: 맥주한모금
P2 	: 민초도 가끔 땡김
P1 	: 민초 못받아들녀
P0 	: 크아아아아
P2 	: 크크 직이지예
P0 	: 민초라떼까지
P1 	: 치약을 왜 먹는것
P0 	: ㅇㅈ
P0 	: 아이스크림
P0 	: 불호
P2 	: 민초 개운하니 좋은데
P1 	: 왜ㅜ돈주고 먹는거요
P2 	: 베스킨 가면
P1 	: 하와이안 호 민초 불호
P0 	: 담나
P0 	: 훠,..............
P2 	: 레인보우샤베트 민초 엄마는외계인
P2 	: 닮음
P1 	: 초코나무숲 최애
P2 	: 담음
P1 	: 초코나무숲 그린티 엄외 담음
P2 	: 그린티가 내스탈아냐
P0 	: 나 레인보우샤베트랑 엄마는 외계인이랑 사빠딸 아님 다른거 하나 도전
P1 	: 초코나무 숲
P2 	: 녹차맛 적응 안돠고요
P1 	: 한번 빠지면
P0 	: 녹차라떼까지
P0 	: 인정
P1 	: 개미지옥이야
P0 	: 녹차아이스크림
P0 	: 불호
P1 	: 끝이 없어
P2 	: 난 녹차라떼도 안먹쟈나
P1 	: 녹차에 빠지면
P0 	: 뇨뇹
P1 	: 거기에 돈 부어요
P2 	: 향이 거북스럽
P1 	: 저도 그랫소만
P1 	: 언젠가부턴가
P2 	: 달달구리하니
P0 	: 어른이입맛이가
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 시작된 럽스토리
P1 	: ㅏ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 핫
P2 	: 입맛 변햇긴 한데
P2 	: 여전히 녹차는 가까워지지 못함
P1 	: ㅋㅋㅋ변하더라
P0 	: 뭐지
P0 	: 갑자기
P2 	: 왱
P0 	: 돼국 먹고싶다야
P1 	: 뭐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 갑자기
P2 	: 뜬슴포
P0 	: 겉절이에
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진짜
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 마싯긴 하겟네
P1 	: 갑자기
P2 	: 거다가 쐬주 크으
P0 	: 눼 갑자기
P1 	: 크으
P0 	: 아까 엄마가 국밥먹자고 했는데
P2 	: 훠뤄럭훠러뤅
P0 	: 삼계 국밥맛집없어서
P0 	: 내가 대패먹자고 했걷ㄴ
P1 	: 더도이가 짱
P0 	: 너무 멀다
P2 	: 더도이 미만잡
P0 	: 엥
P0 	: 난 밀양돼지국밥
P0 	: 맛있던데
P0 	: 고기가 두툼하니
P1 	: 밀돼 그냥 그럼
P1 	: ㅎ
P2 	: 자극적이햐
P1 	: 엉
P2 	: 더오이가 깰꼼
P0 	: 더도이는 그 밥때문에
P1 	: 갤꿈
P2 	: 깰꼼깰꼼
P0 	: 더ㄱ그런듯
P2 	: 크으 누룽지
P1 	: 배달시켜먹어
P2 	: 인정이지
P0 	: 더도이는 걍 무난한맛
P1 	: 배달은 걍 밥줌
P2 	: 옹
P0 	: 그 누룽지해먹는 그게 메리트인듯
P0 	: 숭늉
P2 	: 난 닭발 먹고 싶은데 맵찔이 돼서
P2 	: 못 먹고잇음
P1 	: 닭발
P2 	: 누룽지 개쥬아
P1 	: 조치예
P0 	: 야
P0 	: 다담주
P1 	: 왜
P2 	: 옹
P2 	: 모
P0 	: 닭발에주먹밥 계란찜?
P2 	: 훠럽
P0 	: 육전?
P1 	: 오
P2 	: 크으으으으
P0 	: 후후
P1 	: 완존 술
P2 	: 죠타
P1 	: 술술 드감
P2 	: 술이 술술
P2 	: 아 근데 매운거
P1 	: 크으
P2 	: 무섭다고요
P2 	: ㅠㅠ
P1 	: 담날 불똥
P0 	: 쪼매만먹으면 된다고요
P2 	: 나랑 맞춰먹을람
P1 	: 오
P0 	: 난 주말에 마라탕이 역대급
P2 	: 님들 안먹을듯
P1 	: 쪼매
P0 	: 배아픈적 처음
P0 	: 살면서
P1 	: 마라탕 시져
P0 	: 근데 마라탕 여태먹어도 배아픈적이없었는데
P1 	: 그거인거 같은데
P2 	: 아다리 잘못 글릿네
P1 	: 매워서가 아니라
P0 	: 남친보고 배아팠다니깐
P1 	: 마라탕이랑
P0 	: 자기도 아침에 좀 배아팟대
P1 	: 중국놈들 그런 음식 먹으면
P2 	: 그럼 그 마라탕 집이 위생 쉣인거 아니가
P1 	: 존나 위생 쌉스레기라서 배아픈 사람 존많문
P0 	: 스벌탱
P0 	: 그래서그런가
P1 	: 애벌레 뜨는집 존나 많음
P2 	: 으웩
P0 	: 그래서 당분간 안먹고
P2 	: 차라리 밀키트 해먹어여
P1 	: 그 관리가 똑바로 안된다
P2 	: 마라탕 밀키트도 잘되잇드만
P1 	: 원재료부터가
P0 	: 큽
P1 	: 중국에서 올따부터
P0 	: 그려
P1 	: 이물질 묻어오고
P2 	: 으으
P0 	: 큽
P0 	: 음식점가서
P0 	: 김치안먹쟈냐
P1 	: {share:info}
P0 	: 봤쟈냐
P1 	: 존많문
P2 	: 으엥
P0 	: 쪕
P1 	: 조심해
P1 	: 조선족새끼덜 돈벌게하지마여
P0 	: 당분간 손절..............
P2 	: 난 한달 전쯤
P1 	: 큽
P0 	: 내외동에
P0 	: 마라당은
P2 	: 밀키트로 먹은게 마지막
P0 	: 한국인이 한대서
P1 	: 옹
P0 	: 거기 자주갔음
P2 	: 오르신 맛보여준다꼬
P1 	: 어차피
P0 	: 근데 마라당건너편에
P1 	: ㅇㅇ
P0 	: 홍콩반점 옆에 새로 생겼길래
P1 	: 웅
P0 	: 그거께말고
P2 	: 오홍
P1 	: ㅇㅇ
P0 	: 배아픈날말고 최근에 갔는데
P0 	: 괜춘더라고 
P1 	: 자주 먹노
P0 	: 한달에 한번먹는데
P2 	: 그러게
P0 	: 거기 맛있길래 다른데도 먹어보자 해서먹었는데
P0 	: 배아팠.........
P2 	: 주기적으로 먹뉴ㅔ
P1 	: 마라 끊으세효
P1 	: 직접 해먹을거 아니면ㅠㅠㅠ
P0 	: 구래여
P2 	: 난 중독 까진 아니던데
P1 	: 직접 해먹는것도
P0 	: 원래 집에서 훠궈해먹었눈데
P0 	: 귀찮..........
P1 	: 중국놈들 뭔딧했을지
P1 	: 중당 먹으면서도 찝찝
P2 	: 매콤 샤브샤브 해먹어염
P0 	: 끊어야쥬ㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 아냐 알싸하지않아
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 쪕
P1 	: 중독맞네
P2 	: 아니네 매콤 밀푀유
P1 	: 중독맞어
P0 	: 혀아픈맛
P1 	: 매콤 밀푀유 좋재
P2 	: 마시떠
P1 	: 개 존맛탱!!!!!!!!!!
P2 	: 오르신도 좋아함
P2 	: 이건 괜찮네
P1 	: 간단하고
P1 	: 맛있재나
P2 	: 그랫음
P1 	: 좀 먹을 줄 아네
P2 	: 딴거 뭐 밀키트같은거 해주면
P1 	: 그분
P2 	: 이런거 돈주고 사지마라며
P1 	: ㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그럼 해주덩가
P2 	: 직접 해먹는게 낫지
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 그랫는데 ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 괜찮다해서 이마트에 &name5& 분유 살때마다 매콤 밀푀유 같이 삼
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ밀푀유 중독
P0 	: 그게뭐야
P0 	: 밀키트임?
P2 	: 엉
P0 	: 그렇군
P1 	: 옹
P2 	: {share:info}
P0 	: 본듯
P2 	: 종류 다양쓰
P2 	: 맛잇음 왠만한거 다
P1 	: {share:info}
P1 	: 이게 젤 맛있
P2 	: 오 저건 첨봄
P1 	: 맛은 비슷할걸
P1 	: 쟤도 이마트에 밀키트로 팔쟈나
P0 	: 양치하면서 얘기하겠윰
P1 	: 나둥
P2 	: 그루먼
P0 	: ㅇㅇ
P1 	: 일단
P2 	: 나능 이미 침대지요
P1 	: 유산균을 먹어야지
P0 	: 나돈디
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뭐
P0 	: 침대라고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 양치한다매
P0 	: 웅
P0 	: 양치중
P1 	: 침재라매
P0 	: 웅
P0 	: 앉음
P2 	: 양치하면서 침댜인가봄
P1 	: 미친
P0 	: ㅇㅋ
P2 	: 난 양치다하고 아까부터 침댜
P2 	: 하지만
P1 	: 굿
P2 	: 애들 재우거
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 양치하러 간다
P2 	: 청소하러 나갈예정이라
P1 	: 우리 되게
P2 	: 너네도 자고 나면
P1 	: 같이 잇는거 같다
P2 	: 거실 치우러 나가야함
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 그러게
P1 	: ㅋㅋㅋㅋ
P2 	: 수련회 느낌
P1 	: 우린 친친이니까
P0 	: 옴마 바뿌쟈냐
P0 	: ㅠㅠ
P1 	: &name1&도 바뻐
P2 	: 거실 개노답
P0 	: 왜
P0 	: 양치중
P1 	: 나 화장실에 폰 들고옴
P0 	: 내방 더 개노답
P1 	: 우리집도
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쌉노답
P2 	: 잇다 비포에프터
P0 	: {share:photo}
P1 	: 포기함
P2 	: 찍어야지
P2 	: ㅎㅎㅎㅎㅎ
P1 	: 뭔데
P2 	: 아이그 뭐 저거 정도야
P1 	: 깰끔
P0 	: 밑에만
P0 	: 이정도
P0 	: ㅎ
P2 	: 아씌 또 일어나게 만드네
P0 	: 걍저기놔두고 쓴다
P1 	: {share:photo}
P1 	: 빨래 개고 며칠째 안치움
P2 	: 우리집 한바퀴 다 돈다 진쯔
P0 	: 자유분방함속에 질서가있는데요
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 찍는데 헛웃음 나옴
P2 	: {share:video}
P1 	: 야 이제 치눌거자나
P2 	: 아냐 &name5& 뿌엥 해서
P0 	: ㅋㅋㅋㅋㅋ
P2 	: 불끄고 들어옴
P0 	: 거실바닥빼곤뭐
P1 	: ㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋ 빼곤 뭐
P0 	: 괜춘
P2 	: ㅠㅠㅜㅋㅋㅋ
P1 	: 이제 침대 접근중
P0 	: 벌써양치했나
P2 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 빠른디
P2 	: 난 아까 치실하고 양치하니까
P0 	: 이가 10개세요?
P2 	: 잇몸까지 개운
P1 	: 이 두개세요
P2 	: 줠랔ㅋㅋㅋㅋ
P1 	: 앞강냉이 두개만 닦앙ㅅ
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ
P2 	: 개웃
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌ
P1 	: 한번사는 인생
P1 	: 두개만 반지르르하게 닦는다
P2 	: 그래도 4분 햇고만요
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 4분이면 입천장도 헐겟소
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 쟨 입헹구나봐여
P1 	: 입 헹구다가
P1 	: 강냉이 뽖히는거 아니냐구
P1 	: 이렇게 오래하면
P2 	: 뭐야
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 이정도면 혀닦다가
P2 	: 토햏겟어
P1 	: 전화하는거 아니냐고
P2 	: 자꾸 나간다말야아아
P1 	: 남친이랑
P0 	: 하
P1 	: 야
P0 	: 너네카톡보면서
P1 	: 어디갔다옴
P0 	: 양치하다가
P0 	: 칫솔머리에
P1 	: 어
P0 	: 잇몸부딪쳐서
P1 	: 다 그러고 산다
P0 	: 존나아팠
P2 	: 으으
P1 	: 피안낚네
P2 	: 피안남 ??
P0 	: 남친아까잔다구요
P1 	: 괜춘
P0 	: 영양제 먹어야혀
P1 	: 강하게 자라자 우나야
P2 	: 뭐먹
P1 	: 먹는거
P0 	: 오메가쮸리
P2 	: 어떰 영양제 드시나요
P1 	: 다 말해봐
P2 	: 오메가 여드름에 젤 안좋다던데
P1 	: 나 여에스더 유산균
P2 	: 나는 다이어트 보조제 ㅎ
P0 	: 건조증땸에먹어야함
P1 	: 똥 잘쌀라고 먹음
P2 	: grn
P0 	: 나루테인 어제 다먹음
P1 	: 다이어트 보조제 뭐냐고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 안레 비타민 들음
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 영양제임
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 졸라 웃겨
P2 	: 아연이랑
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 비타민a랑
P1 	: 야 늙으니까 건강챙기노 다덜
P2 	: 나는 살빼려그 막오
P2 	: 먹오
P1 	: 영양제 힘으로 살라고
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 운동이나 할것이지
P2 	: 운동은 안하구
P1 	: 맞제
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 존나 웃김ㅋㅋㅋ
P0 	: 영야제힘으로 걷지요
P1 	: 운동하라고
P2 	: 그텨
P1 	: 아 물론 나도 안함
P2 	: 그래야 운동할 힘이 생기지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 아직 축척될람
P1 	: 운동할 힘 생겨도 안하쟈나
P0 	: 이제눈에약넣어야함
P2 	: 한참 멀음
P0 	: 연고
P2 	: 자기전에 넣으삼
P1 	: 쟤는 거의 종합병원아니냐고
P2 	: 그러겤ㅋㅋㅋ
P1 	: 약국이냐고
P2 	: 자기전 루틴 많고요
P1 	: 약타임 졸라 김
P2 	: 아
P1 	: ㅋㅋ케
P2 	: 나 뭔말 할랫는데
P2 	: 까묵
P1 	: 뭔데
P2 	: 아씌 짜증나
P1 	: 기억해내라
P0 	: 뭔데
P1 	: 짜내거라
P2 	: 하씌
P1 	: &name1& 내가 니 지켜봄
P0 	: 뭐
P1 	: 빨리 카톡 안할 때마다
P0 	: 쪼으지마라
P1 	: 어디갔는지 물어볼 준비되어있다
P0 	: 루틴이많다
P1 	: 그만해
P2 	: 아씌 안나
P1 	: 그정도했음 됐대나!!!!
P2 	: 넘어가야게슨
P0 	: 뭥미
P1 	: 뭔데 증맬
P0 	: 싱급다이
P1 	: 궁금하게
P0 	: 님등
P1 	: 왜
P0 	: 눈썹칼뭐씀
P1 	: 부르지마라
P0 	: 날이무뎌져서
P1 	: 그거
P0 	: 새로사야겠는디
P1 	: 뭐냐 내꺼 졸라 날카로움
P2 	: {share:info}
P2 	: 난 여고
P1 	: 그래서 개베임
P0 	: 어디서팔아
P2 	: 몰라
P0 	: 뭐옄ㄴㅋㅋㅋㅋㅋㄴ
P1 	: 다이소가라
P2 	: 기엇이.안나
P2 	: 저거 산지
P2 	: 5년 된듯
P1 	: 내 최애 눈썹탈 있음
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 뭔데
P0 	: 알려조
P1 	: 작아서 요래조래
P1 	: 깎이 좋더라
P1 	: {share:info}
P1 	: 이게 내 최애였는데 날이 잘 무뎌짐
P0 	: 참고하게뚀
P1 	: {share:info}
P2 	: 아 그래 내껀 길어서
P2 	: 깍기 힘듦
P1 	: 저 끝네 보라색 우로 갈아탔는데
P1 	: ㅡ졸라 날카롭
P0 	: 눈썹왁싱하곱
P0 	: 박멸
P1 	: 레이저 쏴라
P2 	: 나는 눈썹 문신 햇던거나
P2 	: 없어졋으면
P0 	: &name3&했었나
P0 	: 엥
P1 	: 엉재
P2 	: 주택살때
P0 	: 엥
P2 	: 헬스 다녓을때
P1 	: 지금 알았음
P0 	: 나도
P2 	: 거기 언니가 니 눈썹앞에 거기 메우기만해도 더 깔끔하고 이쁘겟다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 팔랑팔랑
P1 	: 팔랑스
P0 	: 어딜요
P2 	: 출장 눈썹 불러서 햇는데
P2 	: 짱구돼서 리터치도 안함
P1 	: 옹
P0 	: 야매했나
P0 	: 찐야매
P1 	: 찐야매
P2 	: 나 눈썹 앞에 홍역 흉터 잇어서
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 거기만 눈썾 없음
P1 	: 거기 그려야지
P1 	: 머
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 자기 남편은 거기서 해서 잘됏다고
P2 	: 그래서 알려달래서 햇는데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 그모냥
P0 	: 남자는걍진하면잘된고아니냐
P1 	: 그래도ㅠ지금 괜춘하자 않니
P2 	: 색빠져서
P2 	: 주황색인지 갈색인지
P0 	: 엥
P2 	: 아주 드랍다
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 드럽댘ㅌㅋ
P0 	: 난 한지
P0 	: 4년된거같은데
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 앞에만 지워지고
P0 	: 안없어진다
P1 	: 좋은거가
P0 	: 새로하고싶은데
P1 	: 옹
P0 	: 없는거보단나은듯
P1 	: 한명 어디감
P2 	: {share:photo}
P2 	: 보이니
P1 	: 채워야할듯
P2 	: 저거 파여있어서
P1 	: 옹
P2 	: 그리기 힘듦
P1 	: 톡톡
P2 	: 욤처럼
P2 	: 요즘처럼
P1 	: 채워주고싶움
P2 	: 결로 그리는 문신은
P1 	: 온
P2 	: 그전에 문신했던 사람은
P2 	: 안해줌
P0 	: 어쩌죠
P1 	: 아진짜?
P2 	: 엉 ㅠㅠ
P1 	: 왜
P2 	: 티난다고
P1 	: 뭐가 어째
P0 	: {share:photo}
P0 	: 밑에훅숱이날라갔엌ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 가위로자르다가
P1 	: 그어차피 그리자나
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 휑한데요ㅠ
P1 	: 내처럼 자연으로 안다니니까 괜춘
P0 	: 끝
P2 	: 다들 눈썹 어케 그렇게 이쁘게 라인 잡앗니
P2 	: 나는이쒸
P1 	: ㅋㅋㅋㅋㅋㅋ왜
P0 	: 니눈썹보자
P2 	: 눈썹을 그리먄 진해져서 안되고
P1 	: 누구
P2 	: 안그리면 지저분하고
P0 	: &name3&
P1 	: 배부르노
P1 	: &name1& 누웠나
P2 	: {share:photo}
P1 	: 니도 괜찮은데
P0 	: 아니아직
P2 	: 저 색 워쩔
P0 	: 색어쩔
P1 	: 녹북으로ㅠ하규 있니
P0 	: 노트북켜놨는데
P0 	: 손으로치는중
P1 	: 파란색 아닌게 어디임
P0 	: 화장대임
P1 	: 놋북 확인좀
P0 	: ㄱㄷ
P1 	: 헿
P0 	: 아이고허리야
P1 	: 확인하고 누버라
P1 	: 열두시고
P2 	: ㅋㅋㅋㅋㅋㅋ
P1 	: &name1& 체력 오짐
P2 	: 강하게 키우는것
P1 	: 이제 누워자라는 걱정의 뜻이오
P2 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 꼭 확인하고 누우란 말이 아니었소ㅠㅠㅠ
P2 	: ㅋㅋㅋㅋ 언능 확인라고 누우란줄
P1 	: 그렇게 매정한 틴구가 아니오
P2 	: 확인 전엔 눕지말거랏
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 아니라규!!!
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ 노트북 킨.죄
P1 	: &name3& 만약에 오마넌 생가면 뭐할거임
P2 	: 오 ...
P1 	: ㅋㅋㅋㅋ
P2 	: 흠 ..
P1 	: ㅋㅋㅋㅋㅋ
P2 	: &name4& 여름신발이랑
P1 	: 옹
P2 	: &name5& 여름옷이랑
P1 	: 가능하나
P2 	: 오르신 여름바지랑
P1 	: 오만원으로ㅋㅋㅋㅋㅋㅋ
P2 	: 내 여름옷
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 사고싶다
P2 	: ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ졸라 웃기네
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 개 웃곀ㅋㅋㅋ
P0 	: 야망이크시네
P2 	: 오만원 안으로 어떻게든
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name1&은?
P0 	: ㅋㅋㅋㅋ&name2&능
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 찌찌봉이다 이덧듀라
P1 	: 고민돠네
P0 	: 나도고민중인뎈ㅋㅋㅋㅋㅋ
P1 	: 생각보다 졸라 고민됨
P0 	: 화장품을살지
P0 	: &name9& 애착인형사줄지 고민
P2 	: 애매한 금액임
P1 	: 우리 &name1& 남틴 았으니까 화장품도 사노
P0 	: 파우더요
P1 	: &name2&인 안사본지 얼마나 오래됐는지ㅋㅋㅋ
P0 	: 기름폭발
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 긐대 파우더 안삮나
P1 	: 샌일때
P2 	: 나도 이번에 올영 세일때
P1 	: 메포
P2 	: 삿쟈나
P0 	: 생일때산거는
P0 	: 아껴써
P2 	: 몇년만에
P1 	: 온
P1 	: 야
P0 	: 주말에만쓴다
P1 	: 걍써라
P0 	: 회사엔 안쓴다
P1 	: 뭘 아끼세요
P0 	: 아까운긋
P1 	: 똥됨
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내 그러다 파데 똥된거 존많뮨
P2 	: 그럼 이번 파우더는
P2 	: 회사용이여 ??
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 글쳐잉
P0 	: 바닐라코쓰고있는데
P1 	: 회사용 파우더는
P0 	: 다써감
P1 	: 이니스프리각
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그 노세범ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 기름만 잦긔
P1 	: 메포 쓰세요 유통기한 넘길듯
P0 	: 쓰고있어요
P1 	: 주말만 쓰면 구멍도 안날듯
P0 	: 구멍은 배송온날부터
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 파여서
P1 	: 롸
P0 	: 맴이아팠다
P1 	: 왜죠
P0 	: 떨어져나간듯
P0 	: 충격에
P1 	: 겨아아아ㅏ아아악
P1 	: 안돼 아꿉
P2 	: 헐
P0 	: {share:info}
P0 	: 아님 이거사볼까나
P2 	: 반품 안돼여 ??
P0 	: 이미썼어요
P2 	: 아 이미 뜯어서인가
P0 	: 그냥써요ㅋㅋㅋ귀찮
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 샌들째매
P2 	: 시들햇을듯
P1 	: 이미 3개월 지난거 아니냐구
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 아니 보자마자
P2 	: 교환이라던지
P0 	: 귀찮다....ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋ그래
P0 	: 쬐금인데뭐
P2 	: 인정
P1 	: 그럴거 같쟈나
P2 	: 나도 그럼
P2 	: ㅎ
P1 	: 우리 이제 자볼까나
P0 	: 그려
P1 	: 열듀시긔
P2 	: 6분더해
P0 	: 아직멀은거같지만
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 뭐야
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟤가 젤 독한거 같아
P0 	: &name3& 냘뭐함
P1 	: 지독한 우정
P0 	: 낼뭐함
P2 	: 날 이렇게 키운건
P2 	: 너네야
P0 	: &name2&지
P1 	: ㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뭐래
P2 	: 단호
P1 	: 아녀
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name3& ㅇㅈ?
P1 	: 웃기지마
P2 	: 잠은 죽어서 자라
P1 	: 무얼탱
P2 	: 누가 그랫습니까
P0 	: &name2&명언아니냐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 도랏냐곸ㅋㅋㅋㅋㅋ
P0 	: 꼰대허선생
P1 	: 명언이라녀
P2 	: 잠은 !!! 줃어서 자는거라
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 누가 그랬쉼니끄아 !!!!!!!
P1 	: 야 너네 다 내가 이렇게
P1 	: 후려쳐서 어?????
P0 	: 우리
P2 	: 어 ???
P0 	: 이케말하고
P1 	: 나중에 함께 웃는거야
P0 	: 다담주까지
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 잠수탈듯
P2 	: 엉
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 백퍼
P1 	: 말골자말저고
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 전날
P0 	: 뭐먹을거임
P1 	: 좀 질린다 너네
P0 	: 몇시볼거임
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 오키오키 하고나면
P2 	: 또 조용
P1 	: 생존확인아냐고
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 만나기전날
P0 	: 쪕
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 이미 그러고도 남쟈나
