# FILE DATA
ID : MDRW2100001611
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20201025
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 제출하는즁
P0 	: 지금 동사무소 가고있옹
P1 	: 오옹
P1 	: 일찍 출발했구만~
P1 	: 빨리 우리 &name1& 보고싶군
P0 	: 나두우ㅠㅠㅠㅠㅠ
P0 	: 빨리 시간 지났음 좋겠다
P0 	: 지금 도착해서 기다리는중
P0 	: 대기인수 3명얌
P1 	: 이른시간에도 사람들이 좀 있구낭
P1 	: 그래두 3명이면 금방 받겠당!
P0 	: 우웅
P0 	: 이제 내 차례당
P0 	: 헉
P0 	: 이거 신분증 말고 도장도 필요하다고 그래서
P0 	: 그냥 집가는중...
P1 	: 헐?!
P1 	: 에잉
P1 	: 오프라인이 무슨 더 복잡하넹..
P1 	: 도장까지 필요하다닝
P1 	: 동사무소까지 다녀오느라 고생해쒀 애기얌
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ잠깐 바깥공기 쐬고 왔당
P0 	: 그냥 일찍 출발하려구
P0 	: 지금 나왔어!
P0 	: 충전 안 하구 있었더니
P1 	: 우웅??
P0 	: 지금60퍼얌..ㅎㅎ
P1 	: 쟈기 이따가 배터리 없는거 아니얌..??
P1 	: 충전기 챙겼엉?!
P0 	: 아닝..
P0 	: 근데 버틸 순 있을껄??
P0 	: 핸드폰 조금만 해야겠당..
P1 	: 구니깐..
P1 	: 일단 내꺼 보조배터리도
P1 	: 충전시켜놔야겠당
P1 	: 난 나갈준비 다하구
P1 	: 손톱도 다 깎아서
P1 	: 이제 과제하려궁!
P1 	: 아 그리구 나 내일 학교 안가도된댕
P1 	: {emoji}
P0 	: 잉?? 왜?
P0 	: 갑자기 취소됐어?
P1 	: 그런가봥!
P1 	: 뒹굴뒹굴하다가 쟈기한테 가면되겠당
P1 	: {emoji}
P0 	: 오 대박대박
P0 	: 구럼 2시에 머리 자를러갈래잉
P1 	: 히히
P1 	: 조아조앙!!
P1 	: 내일은 2시까지
P1 	: 우리 애기집앞으로 가면되는건감~??
P0 	: 맞아용~
P0 	: {emoji}
P0 	: 난 이제 &address&역이얌!
P1 	: 오옹~
P1 	: 완전 순식간에 도착했눈뎅??
P1 	: 820번 기다리구 있낭 우리 애깅
P1 	: 버스 다 한참 남았뎅
P1 	: 남았넹
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 820번 12분 남았엉!
P0 	: 이거 타고 가면 되지롱
P1 	: 구니깐!
P1 	: 한참 남았자낭 쟈기
P1 	: {emoji}
P1 	: 밖에 추울텐뎅..
P1 	: 8정거장전이넹 아직두
P0 	: ㅋㅋㅋㅋㅋㅋ아냐아냐 곧 와!
P0 	: 햇빛때문에
P0 	: 별로 안 춥당
P0 	: {emoji}
P0 	: 빨리 오빠나 보구시퍼..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나두 우리 &name1& 보고싶엉!!!!!
P1 	: 나갈준비는 진작에 다했는뎅
P1 	: 우리 &name1&는 보려면 아직 더 기다려야하니깐
P1 	: 이만한 고문이 없당..
P0 	: ㅋㅋㅋㅋㅋㅋㅋ이만한 고문이 없징... 그치그칭ㅠㅠ
P0 	: 아직 3시간정도 더 기다려야해 오빠 보려면,,
P0 	: 난 거의 도착이에용
P1 	: 오옹
P1 	: 빠르게 도착했넹~~
P1 	: {emoji}
P1 	: 잘도착했군!
P1 	: 이제 도서관으로 가있는거얌??
P0 	: 아닝! 국제관에 앉아있으려귱
P1 	: 그 저번에 나랑 앉아있었던 거깅?!
P1 	: 문앞이라 춥지않낭 ㅠㅠㅠㅠㅠㅠ
P1 	: 한시간이나 있어야하자낭..!!!
P1 	: 내가
P1 	: 전화할겡 쟈기
P0 	: 뭐얌
P1 	: 기다려봥
P0 	: 똥싸??
P0 	: 40% 당
P0 	: 냅둬야징..
P1 	: {emoji}
P1 	: {emoji}
P1 	: 보조배터리주러 갔다올걸 그랬엉..
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋ아냐아냥
P0 	: 잘 버틸 수 있을꺼얌
P0 	: ㅎㅎ
P0 	: 폰 안 보고 있어야겠옹..
P1 	: 2시까지 멀뚱멀뚱 있어야하자나 그럼..
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋ책 보고 있으면 되징~
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 구래두 2시간정도면
P1 	: 40%로 충분히 버틸수있긴 하겠당
P1 	: 으훔 집에서 간단하게 밥먹구 나갈랭
P1 	: 피방에서 사먹기 아깝당
P0 	: 오 아주 좋은생각얌
P0 	: {emoji}
P0 	: 잘 챙겨먹엉!
P1 	: 히히
P1 	: 고등어 조림에 챙겨먹으려귱~
P1 	: 이제 2시 다되어간당
P1 	: 수업 끝났당!!
P1 	: 오늘 해야할일 전부 끝~
P0 	: 난 교수님 차 탔엉!
P0 	: 근데 나만 오고
P0 	: 다른 애들 두명은 안와가지고
P0 	: 기다리는즁
P1 	: 읭..
P1 	: 이런이런
P1 	: 우리 애기만 딱 맞춰왔군!!
P0 	: 다 와서
P0 	: 가는쥬웅
P1 	: 오옹
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다들 바로 왔구만~
P1 	: 난 밥 다먹구 양치하면
P1 	: 바로 출발해야쥥
P0 	: 네넹!
P0 	: 난 열심히 가는쥬웅
P0 	: 우리말고 다른 곳에서도 오나 봐
P0 	: 막 뷰티과에도 오고 그런댕
P1 	: 아항?!
P1 	: {emoji}
P1 	: 한번에 여러곳을 불렀나보구낭
P1 	: 난 양치도 다하구와쒀!
P1 	: 나두 이제 출발이에용~
P1 	: {share:photo}
P1 	: 저 근처에 있는 피방쪽 가있을겡~
P0 	: 넹
P0 	: 헉 갑자기
P0 	: 급격하게
P0 	: 떨려
P0 	: 미쳐따
P0 	: 후덜덜
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 에잉~
P1 	: 뭘 떨고그래 쟈기!!
P1 	: 다시 맘편하게 먹엉
P1 	: 자신감을 가지라궁~
P1 	: &name1&가 그 회사 평가하러간거얌
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 우웅...
P0 	: 맞아 그치 참..
P0 	: 여기 외국인들도 있엉
P0 	: 한국말 짱잘해 대박
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 한국말 잘해서 놀래쒀?!
P1 	: 사람 많앙??
P1 	: 오래걸리려낭
P1 	: 어떻게 기다리는지 궁금하군
P0 	: 웅 놀랬엉
P0 	: 색 테스트 간단하게 보구
P0 	: 면접 기다리는즁야
P1 	: 힉
P1 	: 벌써 테스트도 봤엉?!
P1 	: 빠르구만
P1 	: {emoji}
P1 	: 애기 긴장 좀 풀렸엉??
P1 	: 괜춘해?!
P0 	: 우웅... 좀 괜찮아졌엉..ㅎㅎ
P0 	: 한명 들어가서 보고있는데
P0 	: 내 차례가 언제인지 몰겠당
P1 	: 안괜찮아 보이는뎅 쟈기..??
P1 	: {emoji}
P1 	: 좀 많이 기다려야하려낭
P1 	: 차라리 빨리 보구 긴장안하는게 나을텐뎅
P1 	: 힝..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 면접 생각보다
P0 	: 되게 길게본당
P0 	: 아직도 한분 들어가서
P0 	: 안 나왕
P0 	: 뭐지 한 2-30분 보나
P1 	: 오잉???
P1 	: 여러명이 들어가서 보는게 아니구
P1 	: 한명씩 들어가서 본다궁..?!
P1 	: 그 많은 사람들 다 언제 진행하려는거징
P0 	: 4명 본당
P0 	: 지금 두번째 들어갔옹
P0 	: 내가 과연 마지막일까..?
P0 	: 한 사람당 20분은 보는거같앙
P1 	: 앗
P1 	: 고렇구만~
P1 	: 3번째가 우리 쟈기이려낭
P1 	: 난 버스내렸오 여보얌
P1 	: {share:photo}
P1 	: 피방 도착이얌!!
P1 	: 택시정류장 근처에 있넹
P0 	: 오옹
P0 	: 나 면접 끝났오 쟈깅
P0 	: 근데 다른동생 지금 막 들어가서
P0 	: 그 동생 기다리는즁야
P0 	: 30분 전에 여기서 나갈것 같앙!
P1 	: 아 진쨔?!!!
P1 	: 으움 그럼 5분정도뒤에
P1 	: 택시타구 그리 가면되낭?!
P0 	: 우웅!! 조아용
P1 	: 알겠습니다앙~
P1 	: 면접 본얘기는 만나면 해죠 ㅎ.ㅎ
P1 	: 고생했당 우리 애기!!!!
P1 	: {emoji}
P1 	: 택시타구 가는쥬웅
P1 	: {share:photo}
P1 	: {emoji}
P1 	: 나 도착이얌
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: 방황즁
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 잠만용
P0 	: 교수님이 원장님? 이랑 말씀 나누고있어서
P0 	: 좀 기다려야할것같앙
P1 	: 어디에 서있어야하징
P1 	: 일단 근처 버정에 앉아있어야겠당
P0 	: ㅠㅠㅠㅠ 춥징ㅜㅜㅜㅜㅜ
P1 	: 아직은 해가 안져서 그런지
P1 	: 그렇게 춥진않앙!
P0 	: 나 이제 엘베타고 내려갑니둥
P1 	: 어디로 내려오시는거죵
P1 	: 택시타고 내린곳으로
P1 	: 일단 돌아갑니당
P1 	: {share:photo}
P1 	: {system:map}
P0 	: {share:photo}
P0 	: 걸어서 7분 정도 걸린당
P1 	: 저기 마쟝..??
P1 	: {share:photo}
P0 	: {share:photo}
P1 	: 나 여긴뎅
P0 	: 됐당
P0 	: 갑니다아앙
P1 	: 확인
P1 	: 어딘지
P1 	: 알겠당
P1 	: 완전 안쪽이였구낭 쟈기!!
P0 	: 웅ㅠ
P0 	: 안쪽 이당
P0 	: 지금 가고이썽
P1 	: 저길따라ㅛㅓ
P1 	: 오고있는거징?!
P0 	: 웅!
P0 	: 오빠 움딕이지마!
P1 	: {share:photo}
P1 	: 나 요기얌
P0 	: 오 알겠옹
P0 	: !!!
P1 	: {share:photo}
P1 	: 이똑으로
P1 	: 가구이5를겡
P0 	: {share:video}
P1 	: 버스 5정거장전이당!
P1 	: 여유로웡 역시~
P1 	: 오늘 진쨔 &name1& 덕분에 또 처음 경험해보는 상황도 좋았구
P1 	: 계속 사랑한다구 좋아하는 그 마음을 표현해줘서
P1 	: 하루종일 엄청 행복했오
P1 	: 사랑해 여봉 오늘도 고생많았엉!! 푹 쉬어용{emoji:❤}
P0 	: 진짜 진짜 많이 사랑해 쟈기{emoji:❤}️
P0 	: 5정류장 넉넉하군~
P0 	: {share:photo}
P0 	: 쟈기 한테 주려구
P0 	: 챙겨놨는데
P0 	: 까먹었오.,....
P0 	: 힝
P0 	: &name1&가 먹는당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 귀여웡 ㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 진짜 너무 귀여워!!!!!!!
P1 	: 하..버스 다시 돌리고싶당
P1 	: 나 이제 탔오
P1 	: &name1&가 먹는게 곧 내가 먹는거징 ㅎ.ㅎ
P1 	: 우리 애기 마음 잘받았엉{emoji:😘}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ내 마음 잘 받았어??
P0 	: 다음엔 까먹지 말구 꼭 줘야징ㅠㅠㅠㅠ
P0 	: 힝
P0 	: 버스 잘 탔다니 다행얌
P0 	: 엄마랑 언니 들어오자마자 갑자기 과자랑 아이스크림 사러 간다구
P0 	: 나갔옹
P1 	: 잘받았당!!
P1 	: {emoji}
P1 	: 간식거리 사러 바로 나가셨구만~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기는 이제 씻으러가는건감?!
P0 	: 아이스크림 먹는즁!!!
P0 	: 이거 먹고
P0 	: 씻으러갈꺼얏
P1 	: 오옹
P1 	: 조아조앙~~
P1 	: 디저트 잘먹구있었넹 울 여보!
P1 	: {emoji}
P1 	: 버스내려서 걸어갑니다앙
P0 	: 넹~
P0 	: 나두 씻으러 가야겠당
P0 	: 아 아직도 배불렁ㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나두 우리 애기 덕분에 잘먹어서
P1 	: 아직 배불렁 ㅎ.ㅎ
P1 	: 집도착해서
P1 	: 나도 씻고올겡~!!
P1 	: {emoji}
P1 	: 난 다씻구왔어용~
P0 	: 나두나둥
P0 	: 난 지금 누워서
P0 	: 팩 중얌
P0 	: 요즘 얼굴 넘 건조해졌오..
P1 	: 힉
P1 	: 안그래두 탱글탱글
P1 	: 완전 귀요미 애기피부인뎅
P1 	: 큰일났군..
P1 	: 내일 청심환 먹구 &name1& 만나야겠당
P1 	: 안그랬다간 내 심장이 안남아나겠오
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌ
P0 	: 피부관리 해야대...
P0 	: 이제 이십대중반이야..
P0 	: 안돼ㅠㅠㅠㅠㅠㅠ
P0 	: 이따 11시쯤에 오빠한테 전화해야징ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나랑 같은 이십대중반 ㅎ.ㅎ
P1 	: 11시만 기다리고 있을겡!!!!
P1 	: 벌써부터 예쁜 &name1& 목소리 들을생각에
P1 	: 설레{emoji:❤}
P1 	: 새로 시작할 오늘도 더 많이 사랑해!!{emoji:❤}
P1 	: 잘자용 울 여봉~
P1 	: {emoji}
P1 	: {share:file}
P1 	: 알람 안맞춰도 저절로 이때 깬당 ㅎ.ㅎ
P1 	: 일어나쒀!!
P0 	: 우앙...
P0 	: 나두,,,
P0 	: 눈이 떠졍.....
P0 	: 더 잘 수 있을것 같은데
P0 	: 카톡보니껀 엄마가 빨래 돌리라고 해서
P0 	: 못 자........
P0 	: 히
P0 	: 아빠가 돌린당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 오구구 우리 애깅~{emoji:😘}
P1 	: 그러면 더 잘수있겠넹!
P1 	: 더자구 일어나용~
P0 	: 배아팡..
P0 	: 응아 할랭
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웤ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 하..
P1 	: 응아 하러간다는것도
P1 	: 왜이리 사랑스럽징..
P1 	: 오늘도 &name1&한테 더 미쳐가는건감..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다시 침대랑 합체!
P0 	: 약간..
P0 	: 이정도면 나한테 각인 된거 아닐까..?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 마쟝 ㅠㅠㅠㅠㅠㅠ
P1 	: 사랑해!!!!!!!!!
P1 	: {emoji}
P1 	: {emoji}
P1 	: 사랑한다구~!!!!!!!!
P1 	: {emoji}
P1 	: 꺄아아아
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아침부터 사랑한다는 말 들으니깐
P0 	: 행복하군{emoji:❤}️
P0 	: 사랑해 나두!!!!!!!
P0 	: {emoji}
P1 	: 히히
P1 	: 행복해~~~~~~
P1 	: {emoji}
P1 	: {emoji}
P1 	: 우리 애기 잠은 다깬거얌?!
P0 	: 웅!
P0 	: 어느정도 다 깼당
P0 	: {emoji}
P0 	: 밥.. 11시 쫌 넘어서 먹어야징
P1 	: 조아조앙~
P1 	: 난 11시반쯤 준비해야하니깐
P1 	: 지금 미리 밥먹을랭!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ계란말이 잘 먹구왕{emoji:❤}️
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 잘먹구 왔습니다용~~{emoji:❤}
P1 	: {emoji}
P1 	: 이제 쉬다가 씻구 애기 보러갈 준비
P1 	: 해야징 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 조앙
P0 	: 난 뭐 먹지
P0 	: 볶음밥 먹을깡..
P1 	: 오옹
P1 	: 볶음밥 좋징!!!
P1 	: {emoji}
P1 	: 좋은생각이얌 쟈깅
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 30분에 만들러가야징~
P1 	: 조아조앙~
P1 	: 지금은 침대에서
P1 	: 뒹굴뒹굴중이신가용
P0 	: 쿠키런 하고 있었엉
P0 	: {share:photo}
P0 	: 이번에 새로운 쿠키 나왔지롱
P0 	: 열심히 새로운 이벤트 깨기ㅎㅎㅎ
P0 	: 이제 배고프니 밥먹어야징
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 악 귀여웡
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 또 쿠키런 하느라 바빴군!!
P1 	: 밥 맛있게 먹구왕 애기~!
P1 	: 난 슬슬 준비해야쥥
P0 	: {share:photo}
P0 	: 쨘
P0 	: 볶음밥 완성이당
P0 	: 먹구올겡!
P1 	: 힉
P1 	: 이번에도 완전 맛있어보영!!!
P1 	: 잘먹구 오세용 우리 애깅~
P1 	: 난 다씻구와쒀
P0 	: 나둥
P0 	: 난
P0 	: 설거지 다하구
P0 	: 빨래 다 개고 왔당
P0 	: 이제 슬슬 씻으러가야징
P0 	: ㅎㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 씻고오는 사이에
P1 	: 많은일을 했구낭?!
P1 	: {emoji}
P1 	: 보고싶당 여보~~
P0 	: 이제 곧 보자낭><
P0 	: 씻구올게용!
P1 	: 웅웅 다녀왕~!!
P1 	: 나두 조금 이따가
P1 	: 출발해야징~~
P1 	: {emoji}
P1 	: 출발입니당!!
P1 	: 버스 10정류장전이당
P0 	: 헉
P0 	: 알겠옹
P0 	: 나도 빨리 준비해야겠다
P0 	: 발톱 먼저 자르궁..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 천천히 해두됑 쟈기~{emoji:❤}
P1 	: 이제 버스탔어용~
P0 	: 넹~{emoji:❤}️
P1 	: {emoji}
P1 	: 꺄항
P1 	: &address&역 지나가는쥬웅
P0 	: 힝
P0 	: 지금 빠르게 준비중야..
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 천천히 해도 된다궁~
P1 	: 어차피 안에 들어가서 기다리면
P1 	: 따뜻행 ㅎ.ㅎ
P1 	: 너무 귀엽당 울 애기
P1 	: ㅎ.ㅎ
P1 	: 뽀뽀 잔뜩 해줘야징
P1 	: {emoji}
P0 	: {share:photo}
P1 	: 오늘도 진쨔 너무 행복하구 재밌었던 완벽한 하루였엉!!!!
P1 	: 리틀&name1&~사랑해!{emoji:💕}
P1 	: 난 이제 버스탔당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ리틀&name1& 뭐얔ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 리거&name2& 나두 사랑해!{emoji:💕}
P0 	: 진짜 오늘 배 찢어지는줄 알았어 너무 웃겨서ㅠㅠㅠ
P0 	: 씻구올게용~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 으이궁 귀여워랑
P1 	: 잘씻구왕 쟈기~~
P1 	: 얼른 개운하게 씻구 푹 쉬쟝!!
P1 	: 이제 버스내려서 걸어가용~
P0 	: 다 씻구 로션 바르고왔옹
P0 	: 이제 머리말리구 누워야징~
P0 	: 밖에 짱 춥지ㅠㅠㅠㅠㅠㅠ
P1 	: 머플러 칭칭 감구 왔더닝
P1 	: 괜춘했오!!!
P1 	: 잘씻고왔구만 우리 애깅~
P1 	: 이젠 내가 씻구올게용!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ알겠옹
P0 	: 쿠키런하면서 기다리구 있어야겠당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다씻구왔당!!!!
P1 	: 또 열심히 달리는즁이얌??
P1 	: {emoji}
P0 	: 웅ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 열심히 달리는쥬우웅ㅇ
P1 	: 잘준비 끝냈습니다앙
P1 	: 우리 애기 쿠키런 다하면
P1 	: 전화해죠~!
P1 	: {share:info}
P1 	: {share:file}
P1 	: 잘자용 여보~사랑해{emoji:❤}
P1 	: {emoji}
P0 	: 딘짜 많이 사랑해{emoji:❤}️ 쟐자 자기
P1 	: 나 일어나쒀!!!
P1 	: 나 진쨔 좋은꿈 꿨당!!!!
P1 	: 지금 눈떴는뎅 까먹을까봐
P1 	: 바로 말해야겠당
P1 	: 쟈기 집에 아무도 없다그래서
P1 	: 같이 잠옷입구 또 데이트하다가
P1 	: 가족들 오기전에
P1 	: 집가는 꿈꿨엉
P1 	: 힝 ㅠㅠㅠㅠㅠㅠ
P1 	: 아 &name1& 보고싶엉 ㅠㅠㅠㅠㅠㅠ
P1 	: 보고싶다궁!!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 완전 좋은뀸 꿨는데~~~
P0 	: 나두 일어낭ㅆ오
P0 	: 나도나도 꿈에 오빠 나왔는데
P0 	: 내가 오빠꺼 빨아쥬는 꿈 꿨어.. 이게 모야..ㅎ
P0 	: 예지몽잉가
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 어쩐지 일어났는뎅
P1 	: 꼬물이가 아침부터 바지 뚫고 나오려하더랑
P1 	: 쟈기도 좋은꿈 꿨는뎅~~??
P1 	: ㅎ.ㅎ
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 꼬물이 내 꿈에 왔다가가지궁ㅠㅠ
P0 	: 좋은꿈이야..??ㅎㅎㅎ 그렇군.....
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: (긁적긁적)
P1 	: 난 이제 슬슬 밥먹구
P1 	: 우리 여보한테 갈준비해야징~
P0 	: 나도 좀만 더 뒹굴거리다가
P0 	: 준비해야겠당
P1 	: 조아조앙~~
P1 	: 밥 다먹구왔당!!!
P1 	: 10분쯤에 샤워하러가야쥥
P1 	: 샤워하구 올게용~
P0 	: 넹~
P0 	: 나도 씻으러가야징
P1 	: 헐
P1 	: 쟈걍
P1 	: 12시반까지 가두됑..?!
P0 	: 웅!!!
P0 	: 괜차낭~
P1 	: 힝
P1 	: 준비가 생각보다
P1 	: 넘 오래걸려쒀..
P0 	: ㅋㅋㅋㅋㅋ고ㅑㄴ찮아용
P0 	: 나도 준비즁야!
P1 	: 나 이제 출발이얌!!
P1 	: 10분뒤에 오는 버스타러
P1 	: 간드앙
P1 	: {emoji}
P1 	: 바람 차갑당
P1 	: 롱패딩 입구나오길 잘한거같앙..
P1 	: 버스탔어용~
P0 	: 알겠습니당~
P0 	: 나도 준비 끝!
P0 	: 롱패딩 입구가야징 나두
P1 	: 조아조앙~
P1 	: &address&역 지나서 가구있어용~
P0 	: 나간당
P0 	: !!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어디지나가는지
P1 	: 다보구 있었오~??
P1 	: 아서왕 여보~~
P1 	: {emoji}
P0 	: 쟈기쟈기!
P0 	: 사랑해{emoji:❤}️
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나듀!!!!
P1 	: 사랑해~
P1 	: 안전하게 로데오거리
P1 	: 도착이용
P1 	: 오늘도 너무 사랑해{emoji:❤}
P0 	: 쟈기 잘강{emoji:❤}️
P0 	: 난 이제 응아 하구
P0 	: 씻을랭ㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 응아마려워쒀 울 애깅~??
P1 	: 조아조앙!
P1 	: 난 이제 버정도착해서
P1 	: 4분뒤에 버스온댕
P1 	: 오늘도 &name1& 덕분에 행복하게 집갑니당{emoji:❤}
P1 	: 버스탔오!
P0 	: 조아조앙~
P0 	: 조심히 집 들어가세용{emoji:❤}️
P0 	: 응아 다 싸서
P0 	: 난 씻고올겡!
P1 	: 웅웅!!
P1 	: 개운하게 잘 씻구와앙~
P1 	: {emoji}
P0 	: 다 씻었당
P0 	: 머리 짧아서그런지
P0 	: 진짜 빨리 씻었쥬~?
P0 	: 사실 케이크 먹을려구
P0 	: 양치도 안 해서ㅎㅎㅎ
P0 	: 머리 말리고 케이크 먹어야징><
P0 	: 아신낭
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 악 귀여웡!!!
P1 	: {emoji}
P1 	: 이렇게 좋아하니깐
P1 	: 진쨔 잘사줬다는 생각이든당
P1 	: 아이구 사랑스러웡~
P1 	: 난 이제 버스내려용~
P1 	: 생각해보니깐 벨트랑 넥타이를
P1 	: 두고왔더라궁
P1 	: 어차피 버릴것들이었는뎅
P1 	: 자연스럽게 버리구왔넹..
P0 	: 어???????
P0 	: 어차피 버릴것들이 어딨어...!!
P0 	: 헐
P0 	: 내꺼 챙기다가
P0 	: 오빠껄 놓고왔네
P0 	: 힝ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: ㅠㅠㅠㅠ
P0 	: {emoji}
P0 	: 어떡행...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진쨔 괜찮앙!!
P1 	: 그거 벨트 가죽 다 떨어져나가서
P1 	: 못써가지구 이거 산거구
P1 	: 그 넥타이는 교복넥타이 그런고얌
