# FILE DATA
ID : MDRW2100047114
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210104
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: ㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 꿀떨어져서 양봉장이라 한거얌?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 웃경
P1 	: 알겠습니다앙~
P1 	: 다 정해지면 알려주세요옹
P1 	: 난 계속 롤중이얌
P1 	: 애들 게임에 빠져서
P1 	: 방탈출은 안할거같당 뭔가..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그럼 게임하다가
P0 	: 밥 먹으러 가는건강??
P1 	: 우웅 그럴거같앙!!
P1 	: 방탈출은 우리 애기랑 하구
P1 	: 잘됐구만 ㅎ.ㅎ
P0 	: 조앙ㅎㅎ
P0 	: 오빠
P0 	: 내일부터
P0 	: 딸기축제 시작이래!!!!!!
P0 	: 애슐리!!
P0 	: 흠 근데 뽕 못 뽑을 것 같아
P0 	: 다른곳 딸기 돌아댕기면서 먹는데 나을듯ㅎㅎㅎㅎㅎ
P1 	: 헐
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 으움
P1 	: 별로 맛없어보영?!
P1 	: 20퍼 할인이라 애기 가규싶으면
P1 	: 가야징!!
P1 	: 뽕 못뽑아도 괜춘하당!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뭐야 카톡ㅋㅋㅋㅋㅋ 듬성듬성 보냉
P0 	: 뭔가
P0 	: 딸기 퐁듀 딸기 와플
P0 	: 딸기에이드
P0 	: 딸기초콜릿
P0 	: 생딸기랑 딸기젤리?
P0 	: 이런거만 있구
P0 	: 나머진 가격 똑같애...
P0 	: 가격이란다
P0 	: 메뉴ㅋㅋㅋㅋㅋㅋ
P0 	: 구냥 딸기 디저트 파는 다른곳 가서 먹는게 나을것 같아욤ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뭔가 다시 보니깐 위에 말이 부족해보여성 ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 에잉
P1 	: 진쨔넹
P1 	: 다른곳가서 먹는게 낫겠구만
P1 	: 난 이제 이 판 끝나면
P1 	: 방탈출 하러간댕
P1 	: 안할줄 알았눈뎅
P1 	: 6시55분으로 예약해쒀!!
P0 	: 오옹
P0 	: 밥 좀 늦게 먹겠당
P1 	: {share:info}
P0 	: 하고 후기 알려죵
P1 	: 마쟈마쟝
P1 	: 알겠습니다앙~
P0 	: 난 &name9&오빠와서
P0 	: 밥 준비즁야
P0 	: 고기도 굽고
P0 	: 매운탕이랑
P0 	: 회랑 먹을것같아!
P0 	: ㅌㅋㅌㅋㅋㅋㅌ
P1 	: 오옹
P0 	: 예|~~
P1 	: 완전 풍족하게 먹는뎅?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 구치!!!!!
P0 	: {emoji}
P0 	: 난 이제
P0 	: 밥 먹으러 갔다올겡!
P1 	: 알겠오 애깅~~
P1 	: 많이 먹구왕!!!
P1 	: 완전 맛있게따
P1 	: {emoji}
P0 	: {share:photo}
P1 	: 헐
P0 	: 히히
P1 	: 난 시간 남아서 크아중인뎅..
P1 	: 맛있겠당..
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: {share:photo}
P1 	: 방탈출하러 간드앙
P1 	: 우리 애기는 맛있게 먹구있겠징 ㅎ.ㅎ
P1 	: {share:photo}
P1 	: 도착이닷
P1 	: 나 이제 핸드폰두고 다녀올겡 쟈기!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ크아 뭐야ㅋㅋㅋㅋㅋ
P0 	: 열심히 풀고 있겠고만~
P0 	: 무슨 테마로 했어??!
P0 	: 난 밥 다 먹구
P0 	: 매운탕에 라면 넣어서 끓인다고
P0 	: 아빠가 만드는즁야
P0 	: 오늘 뭔가 진짜 많이 먹는뎅..
P0 	: 운동해야긋다
P0 	: {share:photo}
P0 	: 히히
P0 	: 악 배불러
P0 	: 다 먹었어 난ㅎㅎ
P0 	: 블로그도 다 썼당
P1 	: 와앙
P1 	: 완전 맛있어보영!!!
P1 	: 울 애기 잘먹구와쒀~?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 다풀구와쒀 ㅎ.ㅎ
P1 	: 완전 많이 맞췄당
P1 	: 공포테마했는뎅
P1 	: 왕..
P1 	: 장난아니여쒀
P1 	: 이따가 블로그도 봐야징~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 장난 아니였어???!
P0 	: 오빠 꺆꺆 거리고 다녔징!!
P0 	: 나도 공포로 해볼랭
P0 	: 밥은 뭐 먹엉??
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 &name5&한테 찰싹 붙어있었엉
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전..
P1 	: 후우
P1 	: 이따가 리얼하게 말해줄겡 ㅎ.ㅎ
P1 	: {share:photo}
P1 	: &name19&이가 정통집 먹구싶다해서
P1 	: 왔오!!
P1 	: 다음주에 애기랑도 또 와야징 ㅎ.ㅎ
P0 	: 헐
P0 	: 정통집이라니.....
P0 	: 내 몫까지 열심히 먹구와 쟈깅..
P0 	: 조앙ㅎㅎ
P1 	: 우리 애기 보구싶따..
P1 	: 여기오니깐 더 구랭..
P1 	: 힝
P1 	: 울 애기는 뭐해용?!
P0 	: 똥 싸는디........
P0 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우웅..
P1 	: 나두 밥먹고올겡!!
P1 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 맛있게 먹고와 쟈기{emoji:❤}️
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 히히
P1 	: 고기 다먹구
P1 	: 이제 볶음밥 기다리구있오{emoji:❤}
P1 	: 원래 기다리는 이 타이밍에
P1 	: 우리 애기한테 뽀뽀해야하눈뎅
P1 	: 힝..
P0 	: 아 그니깐!!! 왜 나랑 같이 안왔오!
P0 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다음주에 얼른 오쟝!!!!
P1 	: 나두 여기 오게 될줄은 몰랐당
P1 	: 힝..
P1 	: {share:photo}
P1 	: 이제 나와서 다시 먹구올게용~
P1 	: 다먹어서 이제 계산하구 나가려공!
P0 	: 오 뭐양
P0 	: 완전 빨리 먹었넹
P0 	: 근데 곧 9시긴 하구낭
P0 	: 난 pc로 블로그 꾸며써...
P0 	: 아 힘들다
P0 	: 오ㅑ케 복잡해,,
P0 	: 난 자전거 탈려공
P1 	: 헐 대박
P1 	: 블로그 꾸며쒀?!
P1 	: 들어가서 규경해야징 ㅎ.ㅎ
P1 	: 난 9시 2분 지하철 타려구
P1 	: 후다닥 와서
P1 	: 지금 탔당!!
P1 	: &address&욕에서 버스 타야징~
P1 	: &address&역에서 버스 타야징
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ꾸민건 아니구 그냥 정리했오
P0 	: 볼것도 없당
P0 	: 구래구랭
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지금 들어가서
P0 	: 빠른 귀가 군ㅎㅎ
P1 	: 바로 본닷!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쪼아!!!!
P1 	: 와앙
P1 	: 오늘도 완전 재밌오 ㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 힝
P1 	: 대박
P1 	: 너무 조앙 ㅎ.ㅎ
P1 	: 완전 잘썼당 이번에두
P1 	: 애기가 이렇게 우리 얘기 남겨주는게
P1 	: 되게 감동적이면서도 고마웡
P1 	: 힝..
P1 	: 내일 키갈해야징
P1 	: {emoji}
P1 	: 애기 걱정안하게 후다닥 집가야죵~
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내일 키갈이야???
P0 	: 조아조앙
P0 	: {emoji}
P0 	: 덩실덩실~
P0 	: 난 운동즁ㅎㅎ
P0 	: 10분 했는데 덥군..
P1 	: 히히
P1 	: {emoji}
P1 	: 애기 운동중이라 이따 전화해야겠군
P1 	: 이제 &address&역 내렸오
P1 	: 버스타러 갑니다앙
P0 	: 넹!!!!
P0 	: 조심히 들오강
P0 	: 이따 다 씻고 전화하면 되겠당
P1 	: 조아조앙~~
P1 	: 지금 버스타서 출발입니닷
P1 	: 후딱가서 응아하구 샤워할랭 ㅎ.ㅎ..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 조아용
P0 	: 난 12뷴만 더 타고
P0 	: 씻을랭
P0 	: 쟈기쟈기
P0 	: 나 일욜에
P0 	: &name4&이 만나기루 해썽
P0 	: {emoji}
P0 	: 담주 목욜에
P0 	: 넷이서 만나는거 확정이덩
P0 	: 이따 전화호 자세히 알려주께
P1 	: 우웅?!
P1 	: 담주 목욜에 우리랑 &name4&이네 커플이랑 만나구
P1 	: 일욜엔 &name4&이랑 둘이 만난다는 얘기얌?!
P0 	: 마쟈마쟝
P0 	: &name4&이가
P0 	: 다같이 만나기전에
P1 	: 우웅
P0 	: 나한테 할 말 있다구
P0 	: 따로 한번 보자고 그래가지구
P0 	: 급 결정났오
P1 	: 아항~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그냥 밥 먹고 카페 갈것 같오
P1 	: 알겠습니다앙~
P1 	: {emoji}
P0 	: 어차피 &name4&이도 술 잘 못해성
P0 	: 간단하게 만나기루 해따
P1 	: 조아조앙!!!!
P1 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡 ㅎ.ㅎ
P1 	: &name18&친구가 나온다한게
P1 	: 상당히 의외구만~
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그거 이야기가 있어 쟈갸
P0 	: 이따 말해쥴겡
P1 	: 머야머야!!!
P1 	: 궁금하당
P1 	: 궁금해
P1 	: 몹시 궁금해
P1 	: 궁금해애애애ㅐ앵
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 빨리 씻구 나와 쟈깅
P0 	: 나두 5분만 더 하다가
P0 	: 씻어야게따
P0 	: 아 더웡
P1 	: 완전 열심히 하는뎅~~
P1 	: 버스 내려서 걸어갑니닷!
P1 	: {share:photo}
P1 	: 오늘 탄 버스는 하나 더가서
P1 	: 내려야해가지구
P1 	: 좀 더 걸어가야한당
P0 	: 힝
P0 	: 조심히 강!!!
P0 	: 난 45분 자전거 탔오..
P0 	: 아 다리 후들거령...
P0 	: 먼저 씻구올겡
P1 	: 진쨔 오래탔당..
P1 	: 얼른 씻구 쉬엉 쟈갸
P1 	: 나두 이제 집도착이얌 ㅎ.ㅎ
P1 	: 샤워하구올게용~
P0 	: 진짜 내려서 걷는데
P0 	: 다리 후들거렸옹...
P0 	: 난 다 씻었지롱~
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 진짜 웃겨
P0 	: 김치만두 있는 걸 어떻게 알았지 랰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아
P0 	: 뭐지 왜케 웃기지 저거ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진짜 보냈엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그니깐
P0 	: 진쨔 웃걍
P1 	: 왜 놀랬오
P1 	: 우리 애깅~
P0 	: 아니 들어가니깐 바로 톡 와썽
P0 	: ㅎㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 역시역쉬~
P1 	: 우린 통한다니깐
P1 	: 얼른 물기닦구
P1 	: 머리 말리고올겡 쟈기!
P0 	: 웅!!! 알겠옹~
P0 	: 난 쿠키런 해야징
P1 	: 지금 전화해도 되나용
P1 	: 경기중인가 혹쉬
P0 	: 잠만!
P1 	: 우웅~
P1 	: 애기 블로그 보고있었당 ㅎ.ㅎ
P1 	: 귀엽군..
P1 	: 귀여웡..
P1 	: 귀여워...!
P1 	: 귀여워!!!!!!!!
	  
	  
P1 	: {share:file}
P1 	: {share:file}
P1 	: 우리 애기 푹자구 일어나서 봅시당~
P1 	: 사랑해용{emoji:❤}
P0 	: {emoji}
P0 	: 쟐자구 일어나서 보쟈{emoji:❤}️
P0 	: 저절로 눈 떠졌엉...
P0 	: 헐 9시부터 업뎃 했나봥
P0 	: 대박
P0 	: 잉?? 아니다
P0 	: 이제 막 나왔구낭
P0 	: ㅎㅎ
P0 	: {share:photo}
P0 	: 업뎃이 안돼용...
P0 	: 앗 됐당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기 더 일찍 일어났었자낭?!
P1 	: 나두 이제 일어났오~~
P1 	: 열심히 쿠키런 하고 있겠군!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ마댱
P0 	: 열심히 하는쥰
P0 	: 이번에 나온 새로운 쿠키
P0 	: 좀 좋나봥
P0 	: 근데 바람궁수 레전드리가 더 대박일것같아서
P0 	: 그거 레벨 업 했오
P1 	: 오옹
P1 	: 모야모얌
P1 	: 그것도 새로 나온거얌?!
P1 	: 난 애기 아이디로
P1 	: 리뷰 알바하고 왔따
P1 	: ㅎ.ㅎ
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아침부터 돈 벌구 왔넹
P0 	: {emoji}
P0 	: 아닝! 원래 있었던
P0 	: 레전드리 쿠키얌
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 스킨 두번 뽑았는데
P0 	: 뭐 아무것도 안 나왔다..
P1 	: 히히
P1 	: 울 애기한테 예쁨받았당
P1 	: 무지개 큐브 다썼오?!
P1 	: 왕
P1 	: 댜기쟈기
P1 	: 밖에 눈 장난아니당
P1 	: {share:photo}
P1 	: 이때랑 좀 맞먹는거같앙
P0 	: 헐
P0 	: 진짜 많이 오네
P0 	: 대박...
P0 	: 오후에 온다더니
P0 	: 오전으로 바꼈나봐
P0 	: 웅....
P0 	: 있는거 다 썼는데...ㅎ
P0 	: 츄러스 쿠키도 새로나온댕
P1 	: 오옹
P1 	: 새로 나오는게 왜이리 많앙!!
P1 	: 이제 나두 업뎃 시켜봐야게따
P1 	: 리뷰 남기고 오면서
P1 	: 2만원정도
P1 	: 벌었넹
P1 	: 히히
P1 	: 애기꺼 미리 프린트할겸
P1 	: &name5&랑 &name19&이랑 &name12&이랑
P1 	: 롤 조금만 하구올겡 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 롤에 요즘
P0 	: 빠졌고만
P0 	: 구랭
P0 	: !!
P0 	: 난 쿠키런 계속 하는즁ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 열심히 키우고 있구만~
P1 	: 조아조앙
P1 	: 나두 물약 써서
P1 	: 체스초코 쿠키 좀 더 키웠당 ㅎ.ㅎ
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이번에 나온 새로운 쿠키가
P0 	: 이달로 체스초코 위협한다는
P0 	: 그런얘기가 있어 쟈깅..
P1 	: 이제 게임 끄읏~!
P1 	: 옹
P1 	: 안돼애애애앵
P1 	: 진쨔 안됑..
P1 	: 나 이제야 물약 다썼는뎅..?!
P1 	: 헐
P1 	: 쟈깅..
P1 	: 아직도 캐시미션 점검중이얌..
P0 	: 헐 뭐야...
P0 	: 왜....?
P0 	: ㅠㅠㅠㅠㅠㅠㅠ
P0 	: 일 똑바로 안 하네..
P0 	: 물약 200개 있는거 다 썼엉...?
P1 	: 그래서 일단 언제 열리냐구
P1 	: 문의 넣어봤오..
P1 	: 아니아닝!
P1 	: 혹시 몰라서
P1 	: 백몇십개는
P1 	: 남겨두긴했따
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 잘했오 잘했옹
P0 	: 문의 넣으면 오늘안에 알려주겠디 뭐..
P0 	: 왕 근데 벌써 12시야
P0 	: 대박
P0 	: 뭐지
P0 	: 나 오늘 되게 일찍 일어났는데..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쿠키런 하다보니깐
P1 	: 시간 순삭이얌 쟈깅?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P0 	: 웅...
P0 	: 진짜 완전
P0 	: 순삭이양
P0 	: 대박
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오빠는 밥 언제먹엉!
P1 	: 나 아직 프린트쥬웅
P1 	: 이따가 다하면 후딱 먹어야겠당
P1 	: 쟈기 근뎅 이거
P1 	: A형이랑 B형
P1 	: 문제 똑같은뎅
P1 	: 다 프린트해줭?!
P0 	: {emoji}
P0 	: 고마웡{emoji:❤}️
P0 	: {emoji}
P0 	: 나 밥먹구올겡!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워랑
P1 	: 알겠오~~
P1 	: 맛있게 먹구왕!!
P1 	: 왕
P1 	: 양면으로 안했으면
P1 	: A4용지 없어서 못해줄뻔해따
P1 	: 글씨가 다 새까맣게 되어있으면
P1 	: 애기 눈아플거 같아성
P1 	: 구냥 컬러로 하는즁이당
P1 	: 다하면 바로 샤워해야겠군
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 몇장이나 됑....?
P0 	: 밥은 쟈기ㅠㅠㅠㅠ
P0 	: 좀 늦어도 되니깐
P0 	: 밥 먹규왕
P0 	: !!!
P1 	: 양면으로 몇십장이니깐
P1 	: 단면이면 몇백장정도
P1 	: 되지 않았을깡..?!
P0 	: 어????
P1 	: 나 어제 정통집 먹은게
P0 	: 진짜로??
P1 	: 아직도 배불렁
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 안먹을래잉
P1 	: 웅 진짜얌
P0 	: 힝...
P1 	: 프린트가
P1 	: 40분넘게
P1 	: 걸릴줄은 몰라따
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 미쳤다.....
P0 	: 미쳤군....
P0 	: 어마무시 하구만....
P0 	: ㅠㅠㅠㅠㅠㅠ
P0 	: 고생이다 자기...
P0 	: {emoji}
P0 	: 프린트 끝날 기미 보여 자기.....?
P1 	: 으앙
P1 	: {share:photo}
P1 	: 다해따..
P1 	: 프린트 값으로
P1 	: &name1&의 찐~~~~한 사랑
P1 	: 결제해주시면
P1 	: 됩니당
P0 	: 힝...
P0 	: 진짜 고마웡{emoji:❤}️{emoji:❤}️{emoji:❤}️{emoji:❤}️{emoji:❤}️
P0 	: 너무 고생했어 쟈깅!!!!!!
P0 	: 예쀼게 호치케스까지 다 찝은거 보ㅓ
P0 	: {emoji}
P0 	: 키칼 간당....
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 쮸압
P1 	: 키갈 기대할게 쟈깅 ㅎ.ㅎ
P1 	: 아 빨리 보고싶따
P1 	: {share:photo}
P1 	: 파일에 보관해서 들고갈겡 여봉
P1 	: 으훔
P1 	: 밥 조금이라도 먹는게 낫겠징..?!
P1 	: 애기 걱정안하게
P1 	: 맛살 계란에 부친거랑
P1 	: 삼겹살에 김치 볶은거해서
P1 	: 먹구 준비할겡 쟈기
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 조앙!!!!!
P0 	: 밥 먹어야댕
P0 	: 아주 좋은생각얌
P0 	: {emoji}
P0 	: 와 밖에 바람 장난 아니당..
P1 	: 다먹구왔습니다앙~
P1 	: {emoji}
P1 	: 진쨔 태풍급 바람이얌 쟈기?!
P0 	: 약간 날씨가
P0 	: 오락가락행..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 지금은 햇빛 짱이당
P0 	: 와 근데 아이유 신곡 나왔어 쟈갸!!!
P1 	: 나갈때 우산 챙겨가야하낭..
P1 	: 노래 어땡 쟈기
P1 	: 실검에 아이유 올라온건 봤었는뎅
P0 	: 그 뒤로 눈 온다는 얘기는 없는뎅
P1 	: 들어보진 않았따
P0 	: 와 뮤비 방금 봤는데
P0 	: 미모에 홀려서
P0 	: 노래 제대로 못 들었어..
P0 	: 다시 듣구 올게ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠습니다앙~
P1 	: {emoji}
P1 	: 난 응아하구 있어야징
P0 	: 노래조앙ㅠㅠ
P0 	: 뭔가 기존에 아이유가 부르는 노래랑 좀 다르게
P0 	: 대중성 잡을려구
P0 	: 살짝 그런 느낌..?
P0 	: 블루밍이랑 비슷한 느낌ㅎㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 난 응아 아까 다 했지롱
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 고렇군!!
P1 	: 나두 응아 다했습니당
P1 	: 아이유 노래 틀어놓구
P1 	: 샤워해야게따
P1 	: 씻구올겡 쟈기~
P1 	: {emoji}
P0 	: 웅!!!
P0 	: 나도 좀 있다가
P0 	: 씻으러가야징
P1 	: 난 다씻구와쒀 애깅 ㅎ.ㅎ
P1 	: {emoji}
P1 	: {emoji}
P0 	: 오!!!!
P0 	: 나 이제 씻으러 갈려규
P0 	: 다 씻었당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 순삭이죵?!
P1 	: 헐
P1 	: 완전 빠른뎅?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나두 이제 조금뒤면
P1 	: 출발한당 ㅎ.ㅎ
P1 	: 난 이제 34번 타러 나갑니당
P1 	: {emoji}
P1 	: 츕당
P1 	: 겨울이얌
P1 	: 그것도 한겨울..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 34번 빨간불인데
P1 	: 냅다 달려서
P1 	: 원래 타는건데 놓쳤당
P1 	: ㅎ.ㅎ
P0 	: ㄷ진짜 겨울얌... 근데 눈 거의 녹았당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 34-1도 곧 온댕??
P0 	: 밖에 춥잖아ㅠㅠㅠㅠㅠ
P0 	: {emoji}
P0 	: 12분 남았넹.....
P1 	: 그래서
P1 	: 지금 62-1타구
P1 	: 법원사거리로
P1 	: 달린닷..!!
P1 	: 오늘도 &address&사람인 이&name2&는
P1 	: 어떻게든 갈 방법을
P1 	: 찾아냈습니당
P1 	: 두둥
P1 	: {emoji}
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이건 또 언제 받았댕
P0 	: 그래두 밖에 10분 넘게 있는것보단
P0 	: 버스타고 가는게 나으니깜
P0 	: 잘했엉 쟈깅!
P0 	: 내리기전 2-3정거장 전에
P0 	: 말해져
P0 	: 나도 준비 끝!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 무슨 게임 사전예약하구
P1 	: 받았었당 ㅎ.ㅎ
P1 	: 알겠습니당~
P1 	: 쉬고있옹 쟈기!
P0 	: 와.....
P0 	: 옷장정리하구 왔엉..
P0 	: 덥군
P0 	: {emoji}
P0 	: 오빠 나
P0 	: {share:photo}
P0 	: 이거 있당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이게 머얌!!!!
P1 	: 오옹
P1 	: 대박
P1 	: 쿠폰이 끝이 없군 ㅎ.ㅎ
P1 	: 예에~~~
P1 	: {emoji}
P1 	: 앗
P1 	: 나 배민 5천원 할인쿠폰 았던거
P1 	: 7일 지나서 사라졌당..
P0 	: 헉....
P0 	: 아깝군....
P0 	: 요기요에서 갑자기 톡 와서
P0 	: 봤는데
P0 	: 쿠폰 있다고해서
P0 	: 들어가서 봐봤옹ㅎㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P0 	: 여름에 쓸 임티들..
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 웃경
