# FILE DATA
ID : MDRW2100001597
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20191110
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 남성
birthplace : 경남
principal_residence : 해외/기타
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 충북
principal_residence : 충북
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  가족>부부
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 번개치고 으스스
P1 	: 뭐지 싶었는데
P0 	: 여보 의자 결제는
P0 	: 어떻게 해
P1 	: 현금있음 현금으로 하고 아님 계좌이체
P0 	: 앙
P1 	: 계좌번호 알려달라고 해 내가 할까?
P0 	: 아냐아냐
P1 	: 그래
P0 	: 전화를 안받아
P0 	: {emoji:흑흑}
P1 	: 왓!!!!!!
P0 	: 1분마다 다시 걸어야지
P1 	: 응 너무 연락 안되면 그냥 와
P0 	: 응
P0 	: 이거 무검나?
P0 	: 2킬로네
P0 	: 여보는 싸바해?
P1 	: 응 저녁하는 중
P1 	: 연락 계속 안 받아?
P0 	: 응응 ㅋ
P1 	: 계속 안 받으면 어쩔 수 없지
P1 	: 계속 기다릴 수도 없고
P1 	: 그냥 안 산다고 해
P0 	: 연락돼따 거래할거양
P0 	: 집에가요
P1 	: 그랭 조시미~
P0 	: {share:photo}
P0 	: &name31&이가 카페 입구에 자유롭게 풀려있다
P0 	: 당신의 선택은?
P0 	: 1 그래도 &name4& 묶어놓는다
	  2 다른 카페를 간다
P1 	: &name4&를 안고 들어가서 주문한다
P0 	: 아하
P0 	: 다시는 &name4&를 데리고 블랙나인 안간다
P1 	: 왜
P1 	: 뭔일 있었어?
P1 	: 좀전에 잠듦..
P0 	: 고생했어 여보 ㅠ
P1 	: 한계에 부딪힐뻔 했어
P1 	: 속으로 욕하며 자는 척했네
P0 	: {emoji}
P0 	: 여보 푹 자요
P1 	: 응 여보도 얼른 와서 자
P0 	: 응 퀴즈 풀고 음쓰 버리고 잘게
P1 	: 그래 ㅠㅠ
P1 	: 여보 잘자요~
P1 	: {emoji}
P0 	: {emoji}
P1 	: {emoji}
P0 	: 잘장 {emoji:❤} 사랑해용
P1 	: 여보 출근 잘했어?
P0 	: 응응
P0 	: 잘잤어용?
P1 	: 응
P1 	: 여보는 언제 잤대? 늦게 잤지?
P0 	: 응 괜차나
P1 	: 그래
P0 	: 여보는 컨디션 어때
P1 	: 생리통이 좀 있어
P1 	: 그래두 괜찮아
P0 	: ㅠㅠ응
P0 	: 힘내요 여부
P1 	: 응 여보도 힘내요!
P0 	: {emoji}
P0 	: 집에가용
P1 	: 조시미와
P0 	: 응응 ㅋ
P1 	: 버섯 애호박
P1 	: 과일
P0 	: 차는 화요일이나 수요일즘에 집으로 갖다준대 
P1 	: 오 다음주 화욜이나 수욜?
P0 	: 응
P1 	: 문센 첫날은 못 가겠네
P0 	: 투싼 두고 갈게 
P0 	: 5백만원 있지 ? 
P1 	: 응ㅋㅋ 없으면 어케되는겨?
P0 	: 할부금액 늘어나서 이자가 늘겠지
P1 	: 우리가 정비소로 찾으러 가면 월요일에 못 받나?
P1 	: 생각해보니까 남이 여기까지 끌고 오는거 별로 같은데
P1 	: 내가 집앞까지 가지고 와주는 그거는
P1 	: 캐리가 봉봉 싣고 오는거 같이 갖다주는거거든
P0 	: 그건 공장에서 용품점으로 가는 거 같은데 ?
P0 	: 어쨌든 물어볼게 
P1 	: 응 거기가 어딘지 알려달라고 해봐
P1 	: 월요일에 받을 수 있는 방법 없는지도
P1 	: 여보 연차내고 같이 찾으러 가는 방법도 있으니까
P1 	: 투싼도 좀 고치고
P0 	: 공장에서 용품점에 도착하는 게 월요일일 거 같대 
P1 	: 아하
P1 	: 하루씩만 뒤로 밀리면 딱인데 그리
P1 	: 치
P0 	: 글게
P0 	: 잘 자써? 
P0 	: 그러고보니 카시트는 어떡할거야 ? 
P0 	: {share:photo}
P1 	: 잘잤어~
P1 	: 카시트는 지금꺼 쓰려고
P0 	: 아앙
P1 	: &name4& 하드켄넬을 팔고 소프트켄넬을 살까 해
P0 	: 응 그리해요
P1 	: 안전성은 떨어지겠지만
P1 	: 방석 카시트보단 안전하고
P1 	: 접어서 보관할 수도 있어서
P1 	: 하드켄넬은 &name4&가 싫어하기도 하고.. 가두는거 같아서 싫나봐
P0 	: 응응
P1 	: 인스타에서 다이치 반값이벤트를 띄우네
P1 	: 하.. ㅋㅋ
P0 	: 무서워
P1 	: 회전하는 카시트 사고싶다...
P1 	: 75만원 짜린데 35민원에 파네
P0 	: 원래 그리 비싸 ? 
P1 	: 응
P1 	: 좋은건 칠팔십 해
P1 	: 지금꺼는 좀 불안한 감이 없지않아 있디
P1 	: 특히 머리부붙
P0 	: 사
P0 	: &name3& 쓰다가 둘째도 쓰고 
P1 	: 오
P1 	: 둘째 쓸 때쯤엔 &name3&는 토들러 카시트로 갈아탈듯
P0 	: 응 
P0 	: 그러면 될듯
P1 	: 레이도 아이소픽스 당연히 되겠지?
P0 	: 응 의무니까
P1 	: {share:photo}
P0 	: 뭐옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 혼자 그림놀이하고 있었네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이런 날이 오는구나
P1 	: 다음주 토요일은 왜?
P0 	: 가족모임 ?
P0 	: &name13&가 저 때 가능하대서 다 물어봤어
P1 	: 아 6월 가족모임?
P0 	: 응
P1 	: 그랭
P1 	: 노래라니.. 노웨이..
P0 	: 흠
P0 	: 절레절레
P0 	: &name3&를 훈련시키자
P0 	: 퇴근해요
P1 	: 조시미
P0 	: 맘마 달라고 안 해?
P1 	: 응
P0 	: 잘거같아? 치카치카 안했는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 계속 치대는 중
P0 	: 맘마줄게
P1 	: 여보
P0 	: 응
P0 	: 잘자썽?
P1 	: 응
P1 	: 출근 잘했지?
P0 	: 응
P0 	: 비 안 오지 ? 
P1 	: 응 햇빛 나
P1 	: 근데 미먼이 좀 많은데
P0 	: 응응 굳 엥
P0 	: 그래? ㅠ
P0 	: 막 50넘고 그래?
P0 	: 여긴 제법 깨끗한데
P1 	: 49 26
P1 	: 엄청 나쁘진 않지만
P0 	: 음 애매하구만
P1 	: 여튼 빨래는 빨리 마르겠네
P1 	: 언제 돌린거야
P0 	: 응 아침에
P0 	: 설거지를 못했지
P1 	: 괜찮아
P0 	: 그 싱크대 구멍 물 안 빠져서 청소하고
P1 	: 또??
P0 	: 아니 그냥 찌꺼끼가 많앗ㄱ을 뿐
P1 	: 응
P0 	: 대출해서 신용도가 떨어졌어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어차피 언제가 일어날 일
P1 	: 너무 속상해하지마
P0 	: 카뱅 기준 1천점 만점에 960대였는데 900대로 떨어짐  
P0 	: 이게 사실상 대출 기회 포인트구나
P1 	: 마치 토익점수 같네
P0 	: 그러게 ㅋㅋ
P1 	: 오백 언제 어디로 보내야돼?
P1 	: 딱 오백이야?
P0 	: 498만원이고 아직 계좌가 안 나오네 
P0 	: 나오면 알ㄹ려줄게
P1 	: 응
P1 	: 근데 우리 사기당하는 건 아니겠지?
P1 	: 딜러를 만난 것도 아니고 뭐 확인된게 없자나?
P0 	: 헐
P0 	: &name29&형제님 통해서 온 사람이니까 그나마 추적은 가능할듯
P1 	: 현대기아 공식사이트 뭐 이런데서
P1 	: 주문한걸 확인하는 방법은 없어?
P1 	: 천만원 넘는 물건을 사는데
P1 	: 구매자가 그런거 확인할 수 있는게 전혀 없으면 말이 안됨
P1 	: 오직 딜러를 통해서만이라면 납득이 안돼네
P0 	: 응 물어볼게
P0 	: {share:photo}
P0 	: 다른 일정도 확인하고 있어용 - 
P1 	: 오키
P1 	: {share:photo}
P1 	: 저 공보고
P0 	: 저 옷 입는 날은 발코니 나가는 날인가 
P1 	: 공 주세여
P0 	: 오 ㅋㅋㅋ
P1 	: 옆에 &name4& 있지만
P1 	: 공주세요
P0 	: ㅋㅋㅋㅋ 귀여워
P0 	: &name1&님 
	  국민카드 가상계좌 
	  4,980,000
	  국민
	  &card-num&
	  
	  입금하시면 한도 부여되세요 
	  
	  할부 
	  1130만원 48개월 3.1%
	  카드번호 안내완료
P0 	: 여기 입금하면 알려줘용
P1 	: &name1&으로 입금해야하나
P0 	: 응 그리해줘요
P1 	: 와 오백이 순삭했다~~~
P0 	: 와~
P1 	: 차 넘버는 언제 나온대?
P1 	: 자동차보험부터 들게
P0 	: 응 나오면 알려줄게
P1 	: 우리 이제 또 애껴쓰자
P0 	: 그래야지 ㅠ
P1 	: 일단 재난지원금을 잘 쓰자..
P1 	: 근데 출고일이 27일이네? 아까 여보가 캡쳐해서 보내준거 보니까
P0 	: 응응
P1 	: {share:photo}
P1 	: 이거 뭐야??
P0 	: 아 &name5&이 여친꺼래 
P1 	: 오 저런걸 타고 다녀?ㅋ
P0 	: 좀 타고 다니다가 요새 안 타서 &name5&이가 빌려왔대 ㅋㅋ
P0 	: 나중에 얻어타봐야지 
P0 	: 넘 궁금했어 저런거 
P1 	: 그래 ㅋㅋ
P0 	: 여보도 궁금하지
P1 	: 으응..(밸로)
P0 	: ㅋㅋㅋㅋ
P0 	: &name3& 자고 일어났어? 
P1 	: 아니 지금 자는 중
P0 	: 아앙
P0 	: 여보는 점심 먹었고?
P1 	: 응
P0 	: 응응 잘했엉
P0 	: &name3& 일어나면 간식 푸짐하게(?) 줘용 
P1 	: 왜?
P0 	: 저녁 먹기 직전에 안 먹게 ㅋㅋ
P1 	: 그래
P1 	: 나 6월부터 살뺀다
P1 	: 이번주말 미친듯이 먹을거야
P1 	: 후회없도록
P1 	: {share:photo}
P1 	: 심각...
P1 	: {share:photo}
P1 	: 이렇게 돌아갈거야
P1 	: 말리지마
P0 	: {emoji}
P0 	: 같이 하자
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 나 10키로 두번이나 뺀 여자야
P1 	: 독할 땐 독하다구
P1 	: rgrg?
P0 	: 고롬고롬
P1 	: 6월부터 밀가루 안 먹는다
P1 	: 알겠나
P1 	: 탄산음료 안 먹는다 알겠나
P0 	: 밀가루는 좀 
P1 	: 그럼 넌 빠져
P1 	: 같이 못 해
P1 	: 이 돼지야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다이어트 가즈아 
P1 	: {emoji}
P0 	: {emoji}
P1 	: 후... 비장한 각오로 6월을 맞이하게쒀
P0 	: 생일 케이크는 ...? 
P0 	: 6월인데 ? 
P1 	: 안 먹어
P1 	: 이번주에 미리 먹자
P0 	: 주 1회는 쉬어야 하지 않니 
P0 	: ㅋㅋㅋㅋ
P1 	: 야 너 빠져
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 치팅데이 가질거지만
P1 	: 아 그때 밀가루 먹어야지~ 하면 다 무너진다고
P1 	: 밀가루 대신 다른 곡물로 대체할 수 있어
P0 	: 쌀케이크 ? 
P0 	: 도 밀가룬가
P1 	: 오트밀이라던지 통밀이라던지
P1 	: 그건 쌀이지 밀이 아니자나
P1 	: 밀가루를 좀 끊어보자
P1 	: 어떻게 되는지
P1 	: 나두 궁금해
P1 	: 밀가루랑 설탕
P1 	: 흰쌀도 끊는 게 좋은데 너무 무리하면 안되니까
P1 	: 여튼.. 흰거는 다 안 좋댔어
P1 	: 우유도...
P1 	: 우유대신 두유 먹을래?
P0 	: 응 두유 괜찮아
P0 	: 야채고기
P1 	: 응 야채고기
P1 	: 과일
P1 	: 물
P1 	: 난 아메리카노
P1 	: 그리고 절대 무리하지 않는다
P1 	: 한달에 3키로가 적정선
P1 	: 그 이하로 빠져도 무방
P1 	: 빨리 빠지면 그만큼 빨리 쪄
P0 	: 밀가루 설탕 끊으면 5킬로는 빠질 거 같아
P1 	: 응 근데 먹는 즉시 다시 찌지
P1 	: 여튼 전적으로 내 의견에 따를 것을 약속해
P1 	: 물론 여보의 의견을 수렴하고 경청하겠지만
P0 	: {emoji}
P0 	: 퇴근해요
P1 	: 응 조시미
P1 	: 오늘 저냑은 떡볶이다
P1 	: 야식으로 라면도 먹을 생각
P0 	: 진정해
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 좋다
P1 	: 질릴 때까지 먹어야 생각 안 남
P0 	: 여보야 혹시 평택 이모님댁 연락 가능하면 이거 여쭤봐줄 수 있나요. 평택시 교회나 공공기관 많이 아실까 해서..
	  
	  입양가족상담교육협회에서 평택시 입양부모 대상 교육을 진행하는데 기존 교육장소였던 교회가 갑자기 취소해서 급하게 강의실을 찾고 있습니다.
	  
	  - 일시 : 6/11, 6/18, 6/25, 7/2 (목요일 4주간) 각 10시-16시
	  - 수용인원 13인 이상 강의 가능 공간
	  - 대관료 협의
	  - 해당 교육프로그램 정보 : {share:url}
P1 	: 이모가 교회 목사님께 여쭤본대
P0 	: 응 고마웡
P0 	: 잘잤엉?
P1 	: 응
P1 	: 이모네 괜찮대
P1 	: 어머님한테 목사님 연락처 알려드릴게
P0 	: 옹
P0 	: {emoji}
P1 	: 어머님 전화번호가 뭐지?;;
P1 	: &tel-num&
P0 	: 응
P1 	: 어머님이랑 통화했어
P0 	: 응응 고마워용 여보
P1 	: 응
P1 	: 나 자세교정 치료 받으려고
P1 	: 도수치료랑 필라테스 재활 같은거 하는데서
P1 	: 점점 걷는게 불편해서 안되겠어
P1 	: 실비 가능해서 10%만 내면 돼
P1 	: 1회에 10-15만원인거 같애
P0 	: 그래용
P0 	: 10만원에서 10%? 아니면 10%가 10만원?
P1 	: 자부담금 1만원-1.5만원
P1 	: 좀 쭉 하고 싶어 10회 20회 이런식으로
P1 	: 내 골반 고칠 수 있다면
P1 	: ㅠㅠ
P1 	: 실비 만세다 ㅋㅋ
P0 	: 응응 좋네
P1 	: 문센 다 취소됐네
P1 	: 내가 고민 안 했어도 취소될거였어..
P0 	: 아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 고민거리 덜어줬네
P1 	: 이제 얼집을 알아볼까...
P0 	: {share:photo}
P1 	: 오오오
P0 	: 입금계좌 안내
	  농협:&card-num&
	  차량구입대금은 상기 계좌로만 송금바랍니다
	  
	  16만원 입금해 주시면 되시고요~
	  
P1 	: 우리 레이왔는가!!!
P1 	: 16만원은 왜?
P0 	: 뭐 등록이랑 번호판이랑 대행료랑 기타 비용
P1 	: 아
P1 	: 번호 나왔대?
P0 	: 아니 좀전에 도착했는데
P1 	: 입금했어
P1 	: 주말엔 못 찾아가냐??
P0 	: 확인중이야
P0 	: 일단 늦어도 월요일
P0 	: 보험은 임시번호판으로 안하나?
P1 	: 안하지 않어?
P0 	: 아 검수 끝나고 하는구나
P0 	: 월요일로 확정
P0 	: 좀이따 차대번호 줄 거고 보험 가입해야돼
P1 	: 응
P1 	: 근데 뭐 문센도 취소됐더
P1 	: 고
P1 	: 급하게 받을 필요도 없네..
P1 	: 영업사원한테 엄마 전화번호 알려주래
P0 	: 응
P1 	: 그럼 필요한거 보내주면 바로 보험가입한대
P0 	: 안산에 직접 가?
P1 	: 응?
P0 	: 월요일에
P1 	: 안산이야??
P0 	: 차 찾으러
P1 	: 왜 안산이야?
P1 	: 집근처로 한대매
P0 	: 그건 그 전 딜러였고
P1 	: 그래??;;
P1 	: 여보 연차낼 수 있음 같이 가고
P0 	: 응
P1 	: 연차 낼고야?
P0 	: 응 냈어
P1 	: 월요일에 가면 찾는게 확실한거지?
P1 	: 연차까지 내서 가는데
P0 	: 응응
P0 	: 나 수원 &affiliation& 왔어
P0 	: 잘하면 일찍 퇴근할즛
P1 	: 오 그럼 좋겠다
P1 	: 안산에서 차 픽업하면 교회 들러서 기도 받자
P1 	: 안 믿는 사람들은 고사를 지내지만
P1 	: 우린 안수기도 받아야지
P1 	: 근데 그게 그거인거 같기도 하고... ㅋㅋㅋ
P0 	: 그런것도 하는구나
P1 	: 응
P1 	: 난 그렇게 보고 자랐넹
P0 	: 신기하당
P0 	: 일 끝나고 연락할게용
P1 	: 응
P0 	: 내 이름으로 하는 게 보험이 더 쌌을 거 같은데
P0 	: 좀 더 비싸야 어머님 성과가 오르려나
P1 	: 그런 생각으로 하진 않았을텐데?
P1 	: 물어볼게
P1 	: 근데 중요한건 피보험자랬오
P1 	: 나는 그냥 돈 내는 사람이구 다 여보 기준일거야
P0 	: 아앙
P0 	: ㅇㅋㅇㅋ
P1 	: 그리고 경력자로 내가 올라가 있으니까
P1 	: 사실상 여보 보험일걸?
P1 	: 그래두 물어볼까?
P0 	: 아냥 ㅋㅋ
P0 	: 저녁 머머겅
P1 	: 글쎄당당
P1 	: 아!!!
P1 	: 맛있는거 먹어야지!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 홍콩반점이나 짬뽕지존 가자
P0 	: 응
P1 	: 찹쌀 탕수육에 짬뽕 먹고 싶어
P0 	: 오키
P1 	: 여보
P1 	: 뻗었나
P0 	: 와썽?
P1 	: 응 &name3& 벽에 발차기 못하게 해 엄청 울리네
P1 	: 밑에 아버님방에선 더 할듯
P0 	: 나 잠들거든 깨워줘 양치해야돼
P0 	: 응 ㅠㅜ
P1 	: 으응..
P1 	: 여보는 뭐 준비할거 없지?
P0 	: 응
P0 	: 금방 잠드네
P1 	: 뭐해?
P1 	: 나 잔다
P1 	: 빨래 널다 말았는데 마저 널어줘
P1 	: 눈이 너무 아프다
P0 	: 응응 어항 물 갈았어 잘자요 여보
P1 	: 아침에 9시 전에 책장 좀 내놔줘
P0 	: {emoji}
P1 	: 그리고 나 잠깐 깨워줘 &name3&땜에 깨려나
P1 	: 여튼 여보 일찍 자
P0 	: 응응
P1 	: 뿅{emoji:😘}
P0 	: 뿅 {emoji:❤}
P1 	: 여보
P1 	: 현관문 열려있어
P1 	: 왜 다들 자꾸 안닫고 외출하고 자는거냐
P1 	: &name4&두 묶어요
P1 	: 여보오~~
P0 	: 헐
P1 	: 알아서 들어가기 ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 고마워 여보 나 잔당 뿅 33
P0 	: {emoji:❤}응
P1 	: 여보 책장 주자창에 내놓고 사진 좀 찍어서 보내주라 근데 맨바닥에 놓지 말구 비닐이라도 한장 깔고 놔줘요
P0 	: Ok
P1 	: 여보 사진 좀
P0 	: {share:photo}
P1 	: 땡큐
P1 	: 벌써 가져감
P1 	: 우리집이랑 오분거리라는데 이웃집이려나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: {share:video}
P0 	: 놀이터 가고 싶어 문 문 열어주세요 똑똑 누구세요
P0 	: {share:photo}
P1 	: ㅋㅋㅋㅋ
P0 	: 그 옆에 오락기들 만지면서도 눈은 계속 놀이터에 ㅠ
P0 	: 장 보러 갈까
P0 	: 이야 차 안이 안 보여
P1 	: ㅋㅋㅋㅋ
P1 	: 난 여기서도 여보 보이는데
P0 	: ㄷㄷㄷㄷㄷ
P1 	: 차에 모기 들어왔어
P0 	: 헐
P0 	: 첫손님이 모기라니
P1 	: 교회로 간다
P0 	: ㅇㅋ
P1 	: 오 ㅋㅋㅋ
P0 	: 또 생각났다 그리고 블랙박스에서 에스디카드 꺼낼 때는 꼭 전원선 뽑고 꺼내랬어
P1 	: ㅇㅋ
P1 	: 따라갈게
P0 	: 응
P1 	: {share:photo}
P0 	: 와우
P1 	: 여보
P0 	: 응
P0 	: 잘잤엉ㅆ?
P1 	: 응 둘다 10시까지 잤네
P0 	: 헐 ㅋㅋㅋㅋ
P1 	: 오늘은 날씨가 구리네
P1 	: 이따 비온대
P1 	: 근데 와이퍼는 작동해도 되는건가?
P0 	: 이런 날씨에 어째 더 잘 자는 거 같더라 
P0 	: 별 얘기 없었으니 괜찮지 않을까
P1 	: 그렇겠지?
P1 	: 창문은 내일 열 수 있는거고
P1 	: 여보 차에 있는 의자들 못 옮겼지?
P0 	: 데크에 놨어 
P1 	: 오
P1 	: 고미워
P1 	: 근데 오늘은 날씨가 구려서 야외는 못나가겠다
P0 	: 응응 
P0 	: 비오기 전에 마당에서나 놀아 ㅋㅋ 
P1 	: 공기가 안좋아
P0 	: 그랭? 여긴 디게 좋은데 ㅠ 
P1 	: 거기로 가야하나..
P1 	: 여긴 흐리멍텅&쌀쌀
P0 	: 그래용 
P0 	: 놀러갈거면 어디 실내로 가는 게 낫겠네
P1 	: 응
P1 	: 어디든 갈 수 있다니
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 트렁크는 해결 못했지? 
P1 	: 뭘 해결해?
P0 	: 트렁크 홀드 키? 
P1 	: 아 카페 글에 올라온거 봤는데
P1 	: 불이 깜빡하면서 문이 열리는 게 맞대
P1 	: 번쩍 열리는게 아니구
P1 	: 이따 확인해봐야겠어
P0 	: 아 그랭? 음
P0 	: 다행이다
P1 	: 근데 그랬으면 트렁크 열림 표시가 났을거 같은데
P0 	: 나 목요일까지 휴가를 2일 더 써야되는데 언제 쓸까
P0 	: *다음 주 목요일까지
P0 	: 연차 소진
P1 	: 오
P1 	: 생각해보자
P1 	: 이번주 금이랑 다음주 월 이렇게 되려나
P0 	: 왱?
P0 	: 월화는 어때 
P1 	: 그래 여보 좋을데로 해요~
P0 	: 뭐 계획한 게 있나 해서요 여보
P1 	: 아니야 없어~
P1 	: &name32&언니가 놀러오기로 했는데 수욜이나 목욜로 날짜 바꾸면 될거 같애
P0 	: 아 화요일에? 
P1 	: 응
P1 	: 언니한테 물어볼게
P0 	: 나 나가있지 뭐 
P1 	: ㅋㅋ여보가 혼자만의 시간 가지고 싶으면 그래도 되고
P0 	: 응 그래 ㅋㅋㅋㅋ 
P1 	: 그러겠다고?
P0 	: 응 혼자만의 시간을 가져볼게
P0 	: 하하하 
P1 	: 오ㅋㅋ 그래
P1 	: 여보도 필요하지 ㅠ
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 그날은 여보 휴가!
P0 	: 고마웡
P1 	: 여보
P0 	: 응
P1 	: 하이패스 카드랑 경차사랑 카드 만들어야할거같애
P0 	: 아 맞다 
P0 	: 카드를 두개나 더 만들어야 하다니 
P0 	: 징그럽다
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 차 산다고 국민카드 하나 또 만들었는데
P0 	: 아 연회비 없네 다행이다
P1 	: 차 사니까 지출 줄줄이다 진짜
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그러게
P1 	: 나두 문콕방지가드 이런거 살까 말까 엄청 고민
P0 	: 사 
P0 	: 그건 필수
P1 	: 세차용품은 진짜 어마어마하다
P1 	: 장난아냐
P1 	: 우린 그간 아무것도 안한거야
P0 	: 그 뭐시야 차량용 소화기랑 
P0 	: 암튼 안전 관련
P0 	: 삼각대는 서비스로 있었던가 
P1 	: 몰라 안 봤어
P0 	: 트렁크에 뭐 있었는데 나중에 봐봐
P1 	: 응
P0 	: 차 번호 뭐지 
P1 	: &num&
P0 	: &num& 아니었지?
P0 	: ㅋㅋㅋㅋ
P1 	: &num&
P1 	: ㅋㅋㅋ
P1 	: {share:photo}
P0 	: 경차사랑 신청했고
P1 	: ㅇㅋ
P1 	: &name3&랑 밥 먹다가
P1 	: 비바람에 파라솔이 쓰러져서
P1 	: 밥먹다 말고 파라솔 뺐네
P0 	: 헑
P0 	: 고생했네
P0 	: ㅠㅠㅜ
P1 	: 오늘 외출은 안 하는게 좋겠어
P0 	: 응응
P0 	: 차도 흔들릴듯
P1 	: ㅠㅠ
P1 	: {share:photo}
P1 	: 트렁크매트 깔았어
P1 	: 2열만 눕혀도 &name3&랑 나랑 둘이 있기엔 충분할듯
P1 	: 근데 경사가 조금 지네
P1 	: 뭐 크게 신경쓸 정도는 아니라
P1 	: 잘 것도 아니고
P0 	: 깔아놓은 채로 접었다 펼 수 있는 거구나
P0 	: 신기
P1 	: 응 스크래치 방지하는건데
P1 	: 쿠션감이 있어서
P1 	: 그냥 앉는 것보다 낫다
P1 	: 헤드레스트를 운전석 하나, 조수석꺼 하나만 남기고 빼서 가져왔어
P0 	: 왜?
P1 	: 카시트 뒤는 필요없고
P1 	: 가운데도 필요없고
P1 	: 평소엔 여보까지 탄다고 해도 성인 2명이니까
P0 	: 응 그래용 ㅋㅋ
P1 	: 조수석 헤드레스트 빼서 &name3& 앞에 잘 보이게 하고
P1 	: &address&면 확진자 나왔대
P0 	: 허억
P1 	: 10대 남자라는데
P1 	: &address&면 어딘가...?
P1 	: 화성시 홈페이지 가서 보면 동선 알 수 있나?
