# FILE DATA
ID : MMRW2100000219
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 인천
principal_residence : 제주
current_residence : 제주
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 4
age : 40대 이상
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  직장>동기/동료/동업자, 기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 뭐하세요??
P2 	: 아예 매일 매일 야자로 남고.. 집에 가라고 해도 안감
P1 	: 학교가.. 편한거죠.ㅋㅋㅋㅋㅋ
P2 	: 그니까요 ㅋㅋㅋ 제발 가라고 엄청 떠밀어도 안가구
P1 	: 일부러 막 주말에 나와야하는 업무 자기가 하고..
P2 	: 최악임 
P3 	: 젊은 남교사
	  승진과 무관하게
	  학교에서 굴리더라구요.
P1 	: 그 굴림 당하는게 제 남편..
P1 	: 언제나 예스맨... 
P1 	: 한동안 카톡 저장이름이 학교대호구..
P3 	: 젊은 남교사라..ㅠ
P2 	: 아 안돼 안돼.. ㅜㅜ
P3 	: 울 남편은 늙은 남교사라
	  목소리를 내는데
P2 	: 내 남편이 호구인 건 정말 넘 열받는 일 나만 피해보니까
P2 	: 근데 요즘 남선생님들은 또 그렇지도 않던데요 
P3 	: 방금 룰렛돌렸는데
P2 	: 아예 승진이랑 멀면 좀 편하게 다니기도 하더라고요
P3 	: 300만원 옆에서 잠깐 멈칫..
P2 	: 무슨 룰렛인가요
P3 	: 0.01코인이네요.
P2 	: 그것도꽤큰거 아닌가요
P3 	: 페이코인요.ㅎ
P2 	: 아아 ㅎㅎ
P3 	: 모름요.일단 그냥 돌림
P2 	: 슬슬 눈이 감기네요 큰일
P3 	: ㅎ ㅎ
	  세수하고 와요.ㅎ
P1 	: 악.. 저는 젖병좀 사고 올께요.
P3 	: 장난임.. ㅎ
P1 	: 이제는.. 사야한다.
P2 	: 토하고 와요랑 비슷...
P3 	: 득템하삼.
P2 	: 탄산수 40페트를 샀는데 20 페트만 왔는데
P3 	: 난 폰이 여러개라. 
	  폰질함시롱 쇼핑도..ㅎ
P2 	: 또 오겠죠?
P3 	: 합배송이 되어야하는데요.
P1 	: 네 저도 이틀에 나눠서 오더라고요
P1 	: 롯데온이죠?
P3 	: 저는 문의글 남기는데오
P2 	: 네 롯데온!@
P2 	: 안심이네요
P1 	: 하루 더기다려보고 남기셔요
P3 	: 탄산수 맛이 안나는 사이다?
P2 	: ㅎㅎㅎ 중독돼서 안 먹음 소호가 안되는 기분
P2 	: 소화
P3 	: 음
	  나는 마셨다가
	  뱉을 뻔
P2 	: ㅋㅋㅋㅋ 어색하죠 처음엔
P3 	: 이것을 왜 돈주고 사는가
P2 	: 근데 시원하게 맛있는 것들이 있어요 ㅎㅎ
P3 	: 돈주고 산거라 코막고 먹었어요.ㅎ
P2 	: 코 안 막아도 아무 맛이 안 날 거 같은데 ㅋㅋ
P3 	: ㅎㅎ
	  지구에서 쇼핑안해요,
P2 	: 시험문제.......
P2 	: 두 개만 내야지.. ㅋㅋ
P3 	: 난 검색중임
P2 	: 수박같은 걸 사면 어떨까요 
P3 	: 국어는 지문으로 문제를 낼텐데
	  찔끔찔금 내도 되요?
P2 	: 일단 시 하나에 두 개.. 
P3 	: 지구는 아니지만 
	  수박 산 적 있었는데
	  괜찮아어요.
P2 	: 오 저번주에 비 안왔었죠??? 
P2 	: 한번 사볼까
P3 	: 많이는 안왔나봐요.
P2 	: 산딸기 왔나요
P3 	: 아직요. 이게 따서 오는거라고
P2 	: 아 산지직송이군요
P3 	: 시간이 걸리네요.
P2 	: 아이가 과일을 좋아하나요
P3 	: 근데 입이 짧아서
P2 	: 저희 애는 과일 좋아하는데... 맛없는 과일은 귀신같이 안 먹네요
P3 	: 수박은 잘먹더라구요
	  
P2 	: 과일값으로 휘청..
P3 	: 좋은 과일은 넘 비싸고..
P2 	: ㅋㅋㅋㅋ 전엔 제가 이렇게 과일에 돈 쓰게 될 줄 몰랐어요
P3 	: 싼 과일은 맛없고
P2 	: 맞아요... 싼 거 사면 결국 안 먹고 방치
P3 	: 지구에서 캠핑폴딩박스를 파네요ㅇ
P2 	: 캠핑을 안하는데 그런 건 자꾸 사고 싶어요 ㅋㅋ
P3 	: 안사도 되는데 사고 싶은.ㅎ
P0 	: 징허게 안자네요
P3 	: 일단 보류
P0 	: 저를 꼭안고 이제야 잠들었어요
P2 	: 아구 드디어!
P0 	: 손좀 저리 치워라 이놈아
P3 	: 아.. 애 재우는 시간.. 고역임.
P2 	: ㅋㅋㅋ 같이 자지 않으면 고통.. 자버리면 내 시간이 없음 ㅜ
P0 	: 쓰레기장만 5붐만에 치우고 오겠습니다
P2 	: 후딱 다녀오세여
P3 	: ㅎㅎ
	  바쁩니다
	  다들.
P2 	: 시간을 쪼개 사는 사람들 ㅋㅋ
P1 	: 사고 왔습니다.
P1 	: 휴..
P2 	: 뭘로 샀어요?
P1 	: 어디에서 사느냐가 왜 가격에 차이가 있나..ㅠ
P1 	: 비교하느라 시간 걸렸어요
P1 	: 모윰이요.ㅋㅋ
P2 	: 아 모윰! 
P1 	: 한국에서 만들기를 바라는 애국자.ㅋ
P2 	: 전 요새는 그냥 ㅋㅋ 네이버 위에 있는 걸로 사요.. 전엔 막 백 원 이 백원 비교하며 샀는데 큰 차이가 없는 거 같으면 편한 곳에서 ㅎㅎ
P1 	: 그게 복직자 플렉스..ㅋㅋㅋ
P1 	: 휴직자는 고민합니다.ㅋ
P2 	: 맞아맞아 ㅋㅋ 시간이 돈! ㅋㅋ
P0 	: &name3&샘
P0 	: 좀 치우고 삽시다
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 나한테 불똥
P0 	: ㅋㅋㅋㅋㅋㅋ아오 진짜 슈발슈발
P2 	: {emoji}
P1 	: 왜요.
P0 	: 어떻게 이런데서 숨쉬고 있죠?
P1 	: 그냥.. 둬요
P2 	: 슈발슈발 ㅋㅋ 다 쉴만하니까 쉬는 겁니다
P0 	: 나는 진짜 집꼴이 이러면 짜증부터 나서
P1 	: 짜피 치워도 내일이면 똑같이에요
P0 	: 막 미쳐붜리게ㅛ는데
P0 	: ㅠㅠㅠㅠㅠ계속치워애지
P2 	: ㅋㅋㅋ근더러워도... 좀 참는 거죠... &name1&가 오면 치우겠지..
P0 	: 우유먹은 컵들을 야기저기 두면굳어서 씻기지도 않아... 그런거 설거지.지가 한답시고 그대로 식세기에 맨날 넣어둔다고요
P2 	: 식세기 넣는 건 착하긴 한데
P3 	: 저도 아이 옷 좀 고르고 왔으요.
P2 	: (난 넣지도 않음,,,)
P3 	: 다 모였네요.ㅋ
P2 	: 물만 뿌려놓길...
P2 	: 남편이 원하더라고요 ㅋㅋ
P1 	: 물에 담궈만 놔라 쫌
P3 	: 자고 싶은데 못자는 것은 아니죠.
P2 	: 저요.. 저.. 눈꺼풀이 감김 ㅋㅋ
P3 	: 나는 늘 말똥 말똥
P1 	: ㅋㅋㅋ 저는 쫌있다가 가야해요..
P3 	: 조금만 참아요.ㅎ
P1 	: 한번 깰시간..ㅠ
P3 	: &name1&쌤과 제가..ㅎ
P2 	: 좀만 더 버텨봄
P3 	: 서로를 알아갈 시간
P3 	: 셤  문제 낸담시롱..
P1 	: 이렇게 시험문제는 낸다고 말만하고..
P1 	: 제출 하루전에 밤새서 낸다고 한다.
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ&name1&가 오면 치우겠지
P2 	: ㅋㅋㅋ 복직하면서 ㅋㅋ 시간을 쪼개쓰는 법을 배웠어요 
P0 	: 제발 그러지마라....
P2 	: 전에는 절대 이렇게 나눠 내지 않음.. 일을 나눠하지 않고 몰아서 했는데 ㅜ
P0 	: 나도 집에오면 눕고싶고 쉬고싶다
P2 	: 헉 내 남편이 한 말인데요..
P3 	: 남편분 초대하삼
P0 	: &name3&샘한테 하는 말 아니다
P3 	: 여기에..ㅎ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 반성하겠읍니다
P0 	: 나는 그냥.. 평화를 위해
P1 	: 집이 더러운건..
P0 	: 여기에다가 쓰고 있다... 좀 받아줘라....
P1 	: 못참는 사람이 치우는거다..
P0 	: 아들아.. 넌 왜 점점 아빠처럼 되니
P1 	: 남편이 치울꺼에요
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 엄마랑 같이 안살거니...
P1 	: ㅋㅋㅋㅋㅋ 그래서 그렇게 불안하게 엄마를 찾았나..
P0 	: 우리 남편 자취방 스토리 기억 안나십니까
P1 	: 다시한 번 방송좀..
P0 	: 왜 방에 모래알이 굴러다니니
P3 	: 그때 제대로 살펴보고
P0 	: 모래놀이터 매니아였니?
P1 	: 아... 기억소생 완료
P3 	: 이대로는 안된다
P0 	: 등배겨서 못눕겠다
P3 	: 고치고 장가오면 거둬줄게
P0 	: 다시는 오지 않겠다
P1 	: 그때... 손절했어야 했나요?
P0 	: 그랬어야 했습니다
P1 	: 다시는 오지 않겠다가 아니라 다시 널 만나면 안되었다.
P0 	: 한가지 더 얘기해줘요?
P1 	: ㅇㅇ
P0 	: 제가 연애할때 자주 삐졌던 것 중 한가지..
P1 	: 남의 연애사 즐겁.
P0 	: 너 왜 나만날때 이 안닦고오니?
P1 	: 악!!!!!
P1 	: 세상에..
P0 	: 나랑 뽀뽀 안하고 싶니?
P1 	: 왜 안닦고 나와.
P1 	: ㅠㅠㅠㅠㅠㅠ
P0 	: 왜 항상 불나있니
P1 	: 흐엉흐엉흐엉.ㅠ
P0 	: 편의점가서 칫솔 사준적도
P1 	: 가방에 남편 칫솔 하나 가지고 다니셨어야..
P0 	: 아... 손절의 의미를 그때도 알았더라면...
P1 	: 뽀뽀하려고 할때 모가지를 꺽으셨어야..
P0 	: 불쌍한 &name1&..
P1 	: 슬픈과거의 &name1&..
P0 	: 갑자기 떠오르는데 작년에
P1 	: 에피소드 부자.
P0 	: 수업들어가서 남자애들은 왜 화장실에 점심시간후에 없냐
P2 	: ㅋㅋㅋㅋ 지금 알고 있는 것을 그때도 알았더라면
P3 	: 그랬음에도
	  좋았던 이유는?
P0 	: 여자애들은 줄서서 이닦는데 (재작년르호 수정)
P2 	: 찐사랑
P0 	: 잔소리하다가 맨 앞에 앉은애가
P1 	: 이것은 트루러브
P0 	: 가방이 얄려있거 딱 칫솔이 보이길래
P2 	: 콩깎지
P0 	: 야 얘봐라 얘는 이 닦는다
P2 	: 친구가 캐나다 사는데 ㅋㅋ 거기 회사에선 점심 때 아무도 안 닦는다고
P0 	: 했는데 옆자리 애가 걔 칫솔을 쑤욱 뽑아 들었는데.. 그때가 5월인데... 미개봉새칫솔
P1 	: 하하하하
P1 	: 소장용 칫솔.
P2 	: ㅋㅋㅋ 엄마가 챙겨줬겠지..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ그아이 소심보이였는데 얼굴 벌게지고
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어뜩해.ㅠ
P0 	: 그래 내가 미안하다.. 힘들면 가글이라도 해라...
P1 	: 수습불가지.. 이건.ㅠㅠ
P0 	: 마스크가 있어 참 다행
P1 	: 마스크가 참 여럿살림.
P0 	: 중1들은 진짜 입냄새 쩌는애들 많아요ㅜㅜㅜ 머리는 떡
P2 	: 으악
P1 	: 아기들아..
P1 	: 왜그래..
P0 	: 아들내미들 어쩐대유ㅠㅠ
P2 	: 전에 카페에 남편 체취 글 있었던 거 같은데..
P0 	: 하... 우리아들...
P1 	: 하...
P1 	: 아들 둘..
P0 	: 저는 둘째가 생길.수가 없겠죠?
P1 	: ㅅㅂ... 망했네.. 나..
P2 	: 공감댓글이 많아서 놀람
P2 	: ㅋㅋㅋㅋㅋ
P0 	: 절대 옆에서 자지도 않을거에요
P1 	: 남편이 양치하고 오면 그날인가요?
P0 	: 남편 자리에 코딱지가 왜이렇게 굴러다냐요?
P2 	: ㅋㅋㅋㅋ 피임 100푸로
P0 	: 이불 가끔 마지못해 빨아주려고 벗길때도 진짜 구역질남
P1 	: 이불빨게 세탁기에 넣어놔라.
P0 	: 가장 완벽한 피임법은 물리적 피임
P2 	: 오해마세여 전 그 정도는 아닙니다...........
P0 	: 그는 분명 거의 매일 샤워를 합니다.. 물소리가 납니다
P2 	: 전 냄새에 매우 민감한 스타일 ㅋㅋㅋ
P0 	: 그런데 왜 샤워타올은 젖지 않은거죠?
P1 	: 근데왜 양치는..
P0 	: 아침마다 칫솔은 왜 보송보송하죠?
P1 	: 응????? 이게 가능한가요?
P0 	: 칫솔은 분명 회사에 챙겨보냈는데 결혼8년간 치약은 왜 한번도 리필 안해가죠?
P1 	: 그만해... &name4&&name1&...
P0 	: 그 비누 거품내는 샤워 볼 말한겁니다
P2 	: 엇 근데 저도 ㅋㅋ 샤워타올 안 쓰는데... ㅋㅋ 손으로 문질문질 남편이 쓴 샤워타올 찝찝해서 
P1 	: 우리 8월에 만나잖아요..
P0 	: 각자 쓰져 그건
P1 	: 남편얼굴 어떻게 보라고..
P0 	: &name3&샘... 그럼 손으로 합니까?
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 네네 손으로 씻는데요!
P0 	: 남편도 보려구요???
P1 	: 슬....쩍???
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아놔........&name3&샘..
	  &name3&샘... 아껴주고 싶다
P1 	: 샤워타월이 2개일수 없나요?
P0 	: 그만하라고... 코딱지 파요 안파요
P1 	: 악.ㅋㅋㅋ
P0 	: 우리집 샤워타올은 인당 있어요
P1 	: 지켜준다더니.
P0 	: 수건도 이제 색으로 구분함..
P2 	: ㅋㅋㅋㅋ 파요!!!!!!!!!
P1 	: 와... 이집 들어가기 무섭네..
P0 	: 던져요 휴지통에 버려요?
P2 	: 화장실에서 파여
P0 	: ㅋㅋㅋㅋㅋㅋㅋ화장싷에서 파는건 괜찮짘ㅋㅋㅋㅋ
P0 	: 우리남편은 잠꼬대가 코파기인가봄..
P2 	: ㅋㅋ 근데 샤워타올 쓰면 건조해지지 않나요 난 아직도 의문 과연 샤워타올은 필수인가
P0 	: 그런데 샤워볼 안쓰면 세제가 잘 안풀어져서 잘 안닦이고 잘 안헹궈지고.. 거품비누를 쓰지 않는 이상은
P2 	: 아 전 그냥 비누 쓰는데
P0 	: 아니 샤워젤도 따로 쓴 적 있는데  왜 줄어들질 않는지....
P2 	: ㅋㅋㅋ혹시 그 집도 비누로 씻으시나
P0 	: 비누는 아예 우리집에 없음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 전 제 전용 요술 때장갑만 있어요 
P0 	: ㅋㅋㅋ때미는거 좋아합니따
P2 	: ㅋㅋㅋㅋ 엄청 좋음
P0 	: &name3&샘은 프로필 그림이 쌤인것 같아서 그냥 귀여움
P2 	: 정준산업 요술 때장갑 안 쓰는 사람 없게 해주세여
P0 	: ( 사실 그 배경 사진..)
P2 	: 으이씨 뭔지 확인하고 옴
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 돈남 쌤 남편분
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ&name3&샘 맞죠?지금 피부색
P3 	: 사실 확인이 필요함..
P0 	: 이히히히힣 메롱
P3 	: 이 방으로 초대하라니깐
	  저방으로 모시던지
P2 	: 술톤 ㅋㅋㅋ
P0 	: 아니 내가 씩씩대며 늦게 와서도 치우고 있는데 지는 재우는데 도움도 안되는데 그시간에 좀 치우지 왜 옆에 누워
P3 	: 택배왔는지 안왔는지 생각이 안나서
	  냉동실 뒤집음.ㅎ
P0 	: 자는데 방해되게 휴대폰 불빛 비춰 코인하고 있냐고
P3 	: 그만 까요. 짠함.ㅎ
P2 	: ㅋㅋㅋ 샘 노는 동안 자기가 봣으니
P2 	: 난 이제 편히 쉬겠다 시위 ㅋㅋ
P0 	: 으어어어어어어어어어어ㅓ억
	  남편 욕 아닙니다.
	  그냥 제 화입니다.
P3 	: 화를 삼키시오
P0 	: 짠하다고요? 내가 짠한거 아입니까?
P3 	: 뱉어내면 분노지수만 상승.
P0 	: 으어어엉ㅇ ㅠㅠ 우리부모님은 진짜 명절때 음식하는것도 한번 안시키먀 날 키웠는데
P0 	: {emoji}
P2 	: ㅋㅋ 장점 세 개 말하고 자기
P0 	: 명절에 느즈막이 눈뜨면 딸이 셋이나 있어도 엄마빠 둘이 음식.다 해두시고
P3 	: 나처럼 화장실 따로 쓰고
P0 	: 우리집 좁다. 화장실.하나다
P3 	: 행동 반경이 가능한 겹치지 않게..
P0 	: 우리집 좁다. 침실 하나다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 기생충인가요 ㅋㅋㅋ 겹티지 않게 ㅋㅋ
P0 	: 부정적이군요...제가
P0 	: ㅋㅋㅋㅋㅋㅋ
P3 	: 헉.. 우선 이사를 가야.
P2 	: 즤 남편은 화장실도 앉아서 싸요
P0 	: 돈이 읎다
P3 	: 남편 장점 3가지만 말해봐요.
P0 	: 크다
P3 	: 울 남편은 ..
P0 	: (돼지다 아니 곰이다)
P2 	: 뭐가!?!?!
P3 	: 주로 하는 얘기가
P0 	: 이봐요 &name3&&name3&
P2 	: ㅋㅋㅋㅋㅋㅋ 화장실 얘기하다 나와서
P3 	: 알아서 할게
P2 	: 오해{emoji:…}ㅋㅋㅋㅋ
P3 	: 정 뚝 떨어지게.. 
	  근데 이것도 장점인가..
P0 	: 장점ㅋㅋㅋ말하라면서유
P3 	: 글고 울 남편은..
P0 	: 다같이 하나씩 번갈아가며 말합시다
P3 	: 울 남편은..
P0 	: 우리남편은 키가크다
P3 	: 아.. 생각이 안난다.. ㅎ
P0 	: 우리남편은 나보다 돈을 많이 번다
P2 	: 하..
P3 	: 굉장한 장점임.ㄷ
P0 	: 우리 남편은 나보다 돈을 적게 쓴다
P3 	: 다른 단점을 덮을 수 있는
P0 	: 우리 남편은 가만히 잘 있는다......
P3 	: 아.. 내일 물어봐야겠어요.
P2 	: 우리 남편은 애교 많고 착한 게 장점이었는데 요샌 짜증 예민이 늘어서{emoji:…} 하
P3 	: 네 장점이 뭐니?
P0 	: 우리 남편은 항상 필요한게 없다................
P0 	: &name4&샘은 남편분 부르는 호칭이 뭐에요?
P3 	: 오.. 이게 가능한 사람이 있네요.ㅎ
P3 	: 오빠.
	  야.
	  너
P0 	: 애교라니 ㅎㅎㅎ
P3 	: 제 남편은
	  치약 칫솔 샴푸 가글 등등등
	  선호하는 브랜드가 있음.
	  기호가 뚜렷함.
P2 	: 장점 : 부모님이 좋은 분들이다 큰 효자가 아니다 친구가 많지 않다 ㅋㅋㅋㅋㅋㅋ
P3 	: 난 아무거나 쓰는데.
P0 	: 오빠 야 너 ㅋㅋㅋㅋ너무 넘나드는군요
P3 	: 막 대하는데
P0 	: 우리집 놈은효자다..
P3 	: 좀 바뀔 필요가 있지 싶음.
P0 	: 친구는 없다
P3 	: 반백살인데..
P0 	: 참을성이 좋으시다?
P3 	: 누가? 내 남편?
P2 	: 전 오빠라고 도저히 안나와서 이름부르다가 간신히 여보로 정착 ㅋㅋ
P0 	: 반백살님 장점.. 쭈니형과 친구?
P3 	: 내 장점이겠지요.
P0 	: 네 ㅋㅋ
P3 	: 쭈니형이 누구요?
P0 	: 야 너 참는거 아니고??
P2 	: 박준형
P0 	: 박준형 반백살..
P3 	: 난 부부동등하다고 생각함.
P2 	: ㅋㅋㅋㅋ &name1&샘 혹시 하늘색친구들?
P3 	: 그도 나를 야~ 라고 부름.
P0 	: 지오디 ㅋㅋㅋ 그 뭐죠??? 구귤 @&name2&  도와줘요  반백살 유튜브.이름
P3 	: 밖에서 깜놀..
P0 	: 난 노랭이 입니다.
P2 	: 와썹맨
P0 	: 아하 구&name2& 대체
P2 	: 아 젝키 ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ고지용팬
P3 	: 아.. 장점 어렵게 찾음.
P2 	: 궁금
P3 	: 약간 동안임..
P2 	: 오!!
P3 	: 50처럼 안보임.
P2 	: 장점 맞네여
P0 	: 그는 나를 부르지 않는다..
P3 	: 글구 또 또 또
P0 	: 며칠전에 진짜 안부르는것 같아서 
	  ㅁ
P3 	: 돈을 나한테 다준다
P0 	: 오빠 오빠나를 뭐라고 부르지?
P2 	: 돈 주는 사람 좋은 사람
P0 	: 물었더니.. ㅇㅇ아. 
	  토할빤...
P2 	: ㅋㅋㅋㅋ 넘 어색
P0 	: ㅇㅇ은 내이름
P3 	: 토는 말술먹을 때 하는 것임.
P0 	: 우웨에에에에에엑 언제불렀다고
P3 	: 나한테도
	  가끔
	  @@야 라고 함.
P0 	: 토해본적이없음 ..
P2 	: &name4&아?
P3 	: 근데 내가 40이 한참 넘어서
	  이름이 불러질 나이가 아니잖애.
P0 	: ㅋㅋ수진아...
P3 	: 풋풋한 관계도 아니고
P0 	: 뭐라고 불러야 할까요 앞으로
	  
P3 	: 푸석한 관계인데
P0 	: 어렵네요 거 참...
P2 	: 근데 약간 좋은데요? 이름 부르니
P0 	: &name3&샘도 연상?
P2 	: 네 남편ㅇ 세살 많은데
P0 	: 나 맥주한캔 가져올게윸ㅋㅋㅋ
P3 	: 자기.여보
	  이런 평범한 호칭은 쓴 적 없음.
P2 	: 우기야 이렇게 부르다 ㅋㅋ 애낳고 여보로 고침
P0 	: 아 따놓은 와인있는데 먼저 소진해야하나...
P2 	: 애도 우기야라고 할까봐
P0 	: 오늘은 소맥을 말아먹었습니다..
P2 	: 와인 먹으면 낼 머리깨짐
P0 	: 소맥에 와인...?
	  
P3 	: 그렇다고 아이이름 붙여.
	  ㅇㅅ엄마라고도 불러본 적 없는.
P0 	: 그래요 맥주로 할게요.. 와인 김빠질까 두렵지만 참겠어요 내일먹어줄게 와인아
P3 	: 이 닦기 싫어 야식 안먹음.ㅎ
P3 	: 이닦아주는 기계가 필요함.ㅎ
P0 	: 아니 냉장고 여는 순간 그냥 탄산수먹어야지 했는데
P3 	: 근데 탄산수는 안보이고
P0 	: 왜 먹고 안넣어놓죠...? 아 그만하고 싶은데.................ㅠㅠㅠㅠ
P3 	: 술만 보임.
P3 	: 안주는요?
P0 	: 쳐먹고 라는 말을 넣었다가 쳐를 지웠음
	  
P3 	: ㅎㅎ
	  냉장고는 따로 쓰삼.
P0 	: 안주는 블랙김샌드
P2 	: 우리 내일 줄넘기 횟수 알아맞히기 할까요 ㅋㅋㅋㅋ 가장 근접한 사람이 승
P3 	: 내 먹거리에 이름 써놓고
P0 	: 냉장고도 따로쓰랰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 서로 건드리지않기
P0 	: 신박하네유?
P3 	: 음..가늠이 안됨요.
P0 	: 음.... 목표가 몇갠지도 이미 까먹은 나란인간
P2 	: 언젠간 집도 따로 쓸 판 ㅋㅋㅋ 내
P3 	: 승부욕으로 진짜 세면서 할 수도.. ㅋ
P0 	: 작년에 따로 쓰니 참 좋더라구요
P2 	: 악 ㅋㅋ
P0 	: 잭
P3 	: 정신 나간 사람처럼.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그녀는 오늘 밤을 지새웠다
P2 	: &name4&씨 무서운 사람이네
P3 	: 이게 뭐에요?
P0 	: 저 언니 자극하지 마요
	  
P3 	: 냉장고에 부각이 있는데
P0 	: {share:photo}
P3 	: 언제 먹나..ㅎ
P2 	: ㅋㅋㅋ 김이자나?
P3 	: 아.. 저거 김인가?
P0 	: 내가 다 치웠는데 저 새로 산 레고는 정말 둘 곳이 없다.....
P2 	: 부각 맛있겠네요
P0 	: 김 사이에 멸치와 깨가 박혀있어요
P3 	: 김에 깨가 발려있네요.ㅎ
P0 	: 나도 부각 있는데 명인 김부각
	  
P3 	: 아.  안주로 좋겠네요.
P0 	: 저거 아몬드가 진짜 맛나요
P2 	: 으엉 갑자기 배고파요 ㅜㅜ 먹으면 신물 올라와서 안되는데 ㅜ 전 더 배고파지기 전에{emoji:…} 이만 총총해야겠사옵니다
P0 	: 블랙앤 김샌드 아몬드맛을 꼭꼭 사십쇼
P3 	: 냉장고를 파면 먹을 게 엄청 많은데,ㅎ
	  귀찮아.
P0 	: 오늘 낮에 먹은 도나스를 떠올리며
P2 	: {emoji}
P3 	: 그러세용.
P0 	: 우리 학교 앞에 도나스가게 오늘 간판 올리더라구요
P2 	: 찹쌀도나츠 내가 젤 좋아하는 빵 ㅋㅋ
P3 	: 내일도 열톡
P0 	: 내가 대신 먹어줄게유
	  
P1 	: 크 도나스..ㅠ
P3 	: 나는 &name1&쌤과 더 찢겠음
P0 	: &name3&&name3& 마&name3&님 사랑해요
P1 	: 학교앞 도나스라니.
P2 	: ㅇㅇ 내일도
P3 	: 밤을 제대로..ㅎ
P0 	: 오늘 뭔가 병준듯 하여 약주기
P1 	: 오늘 밤을 찢으시려고요?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
	  
P2 	: ㅋㅋㅋ 괜차나여 더럽지만 깨끗하다 난!
P0 	: &name3&샘 사랑한다고
P3 	: 나는 빵 안먹음
P1 	: 벽타기 안함.. 가능하냐고요..
P0 	: 뭐래 더럽지만 깨끗하댘ㅋㅋㅋㅋㅋㅋ
P3 	: 식감이 별로라.ㅎ
P1 	: 마른 사람에게는 이유가 있다.
P2 	: 취해서 사랑한다고 하는 건
P2 	: 주정이야
P1 	: 살찌는 음식을 먹지 않는다
P0 	: 빵빠라방방방
